date,avgTemperatureC,rainfallMM,condition,humidityPercent
2022-07-03,25.1,0.0,Partly Cloudy,82
2022-07-04,24.9,0.0,Partly Cloudy,82
2022-07-05,26.6,0.0,Partly Cloudy,90
2022-07-06,24.4,95.1,Thunderstorm,90
2022-07-07,24.5,14.2,Rainy,90
2022-07-08,26.4,0.0,Sunny,75
2022-07-09,25.0,13.2,Rainy,88
2022-07-10,25.3,29.1,Rainy,80
2022-07-11,26.2,0.0,Partly Cloudy,81
2022-07-12,26.1,0.0,Partly Cloudy,79
2022-07-13,26.6,0.0,Cloudy,89
2022-07-14,28.2,0.0,Partly Cloudy,78
2022-07-15,25.9,21.5,Rainy,86
2022-07-16,24.7,17.3,Rainy,93
2022-07-17,26.6,0.0,Partly Cloudy,78
2022-07-18,26.0,15.8,Rainy,89
2022-07-19,25.8,8.0,Cloudy,85
2022-07-20,26.3,3.5,Cloudy,80
2022-07-21,26.1,0.0,Cloudy,92
2022-07-22,25.9,0.0,Cloudy,86
2022-07-23,26.4,0.0,Partly Cloudy,84
2022-07-24,27.6,0.0,Partly Cloudy,83
2022-07-25,25.6,15.5,Rainy,90
2022-07-26,24.0,13.9,Rainy,93
2022-07-27,25.2,7.9,Cloudy,87
2022-07-28,24.4,16.8,Rainy,87
2022-07-29,25.2,0.0,Cloudy,87
2022-07-30,25.4,27.3,Rainy,97
2022-07-31,24.0,12.4,Rainy,88
2022-08-01,25.1,6.8,Cloudy,85
2022-08-02,24.0,4.2,Rainy,86
2022-08-03,25.4,0.0,Cloudy,81
2022-08-04,26.1,6.3,Rainy,90
2022-08-05,24.0,96.9,Thunderstorm,94
2022-08-06,25.8,12.2,Cloudy,82
2022-08-07,27.6,0.0,Partly Cloudy,89
2022-08-08,27.6,0.0,Partly Cloudy,84
2022-08-09,27.6,7.0,Cloudy,78
2022-08-10,27.4,0.0,Partly Cloudy,84
2022-08-11,26.4,0.0,Cloudy,86
2022-08-12,25.9,24.4,Rainy,94
2022-08-13,25.3,17.6,Rainy,83
2022-08-14,27.1,5.3,Partly Cloudy,76
2022-08-15,28.2,12.8,Partly Cloudy,84
2022-08-16,26.5,13.5,Rainy,87
2022-08-17,24.8,14.9,Rainy,88
2022-08-18,26.8,0.0,Partly Cloudy,78
2022-08-19,26.4,0.0,Cloudy,90
2022-08-20,28.1,0.0,Sunny,71
2022-08-21,27.8,0.0,Cloudy,85
2022-08-22,28.4,0.0,Sunny,82
2022-08-23,29.6,0.0,Sunny,75
2022-08-24,30.0,8.9,Partly Cloudy,79
2022-08-25,28.1,0.0,Sunny,73
2022-08-26,26.8,0.0,Partly Cloudy,81
2022-08-27,26.3,27.5,Rainy,86
2022-08-28,26.9,0.0,Partly Cloudy,84
2022-08-29,26.2,0.0,Cloudy,85
2022-08-30,25.6,7.5,Rainy,98
2022-08-31,26.6,0.0,Sunny,74
2022-09-01,25.8,7.9,Rainy,96
2022-09-02,25.0,20.7,Rainy,88
2022-09-03,24.0,52.6,Heavy Rain,98
2022-09-04,24.0,16.3,Rainy,92
2022-09-05,25.5,6.6,Rainy,90
2022-09-06,25.1,0.0,Cloudy,85
2022-09-07,26.6,0.0,Cloudy,86
2022-09-08,27.2,8.2,Cloudy,96
2022-09-09,25.0,54.8,Heavy Rain,95
2022-09-10,25.2,30.3,Rainy,93
2022-09-11,25.9,31.9,Rainy,95
2022-09-12,28.7,14.1,Partly Cloudy,82
2022-09-13,29.1,0.0,Sunny,79
2022-09-14,26.4,14.6,Rainy,96
2022-09-15,24.9,20.9,Rainy,93
2022-09-16,26.4,0.0,Cloudy,86
2022-09-17,28.2,0.0,Partly Cloudy,82
2022-09-18,27.8,8.7,Cloudy,86
2022-09-19,27.8,13.9,Cloudy,81
2022-09-20,27.4,0.0,Cloudy,79
2022-09-21,25.7,11.9,Rainy,97
2022-09-22,25.8,2.2,Rainy,85
2022-09-23,25.4,22.0,Rainy,86
2022-09-24,26.4,0.0,Cloudy,80
2022-09-25,25.0,54.8,Thunderstorm,94
2022-09-26,25.8,0.0,Sunny,75
2022-09-27,25.4,16.6,Rainy,90
2022-09-28,25.0,30.6,Rainy,90
2022-09-29,27.8,0.0,Sunny,80
2022-09-30,26.8,14.6,Rainy,96
2022-10-01,27.5,8.1,Cloudy,93
2022-10-02,27.7,15.5,Rainy,87
2022-10-03,26.3,9.8,Rainy,90
2022-10-04,25.0,3.9,Rainy,83
2022-10-05,27.6,0.0,Partly Cloudy,86
2022-10-06,27.6,5.5,Partly Cloudy,84
2022-10-07,29.0,14.3,Cloudy,87
2022-10-08,26.0,8.1,Rainy,92
2022-10-09,25.0,23.4,Rainy,98
2022-10-10,25.1,29.3,Rainy,98
2022-10-11,25.1,19.2,Rainy,95
2022-10-12,27.6,0.0,Partly Cloudy,89
2022-10-13,28.4,0.0,Partly Cloudy,85
2022-10-14,30.1,0.0,Sunny,86
2022-10-15,28.2,10.8,Cloudy,86
2022-10-16,27.2,13.7,Rainy,90
2022-10-17,28.6,14.4,Rainy,94
2022-10-18,27.1,11.4,Rainy,88
2022-10-19,26.0,9.5,Cloudy,90
2022-10-20,25.9,16.8,Rainy,87
2022-10-21,27.2,33.2,Rainy,91
2022-10-22,26.1,23.6,Rainy,96
2022-10-23,26.9,0.0,Partly Cloudy,90
2022-10-24,25.8,17.2,Rainy,94
2022-10-25,25.0,35.8,Rainy,92
2022-10-26,26.3,1.4,Cloudy,91
2022-10-27,25.8,5.7,Rainy,91
2022-10-28,25.2,18.5,Rainy,91
2022-10-29,27.4,0.0,Partly Cloudy,85
2022-10-30,25.8,4.0,Rainy,91
2022-10-31,26.0,10.6,Rainy,96
2022-11-01,25.0,18.1,Rainy,98
2022-11-02,26.9,10.8,Cloudy,88
2022-11-03,25.6,23.9,Rainy,91
2022-11-04,27.9,0.0,Sunny,78
2022-11-05,26.9,0.0,Partly Cloudy,88
2022-11-06,25.5,70.9,Heavy Rain,79
2022-11-07,25.6,21.8,Rainy,86
2022-11-08,25.1,11.4,Cloudy,96
2022-11-09,25.6,15.0,Rainy,94
2022-11-10,26.7,15.7,Rainy,91
2022-11-11,28.9,0.0,Partly Cloudy,89
2022-11-12,28.8,0.0,Sunny,87
2022-11-13,25.8,12.7,Rainy,88
2022-11-14,25.7,48.5,Rainy,94
2022-11-15,27.8,0.0,Sunny,83
2022-11-16,26.4,23.4,Rainy,94
2022-11-17,26.0,14.7,Rainy,91
2022-11-18,25.3,4.2,Rainy,86
2022-11-19,26.4,2.4,Cloudy,82
2022-11-20,25.6,0.0,Cloudy,92
2022-11-21,27.4,0.0,Partly Cloudy,92
2022-11-22,25.6,83.3,Heavy Rain,81
2022-11-23,24.0,93.9,Heavy Rain,98
2022-11-24,24.8,26.4,Rainy,94
2022-11-25,25.4,12.7,Rainy,92
2022-11-26,24.4,12.3,Rainy,83
2022-11-27,25.1,0.0,Partly Cloudy,84
2022-11-28,27.9,0.0,Partly Cloudy,76
2022-11-29,25.9,11.1,Rainy,87
2022-11-30,25.3,4.6,Rainy,92
2022-12-01,25.8,0.0,Cloudy,77
2022-12-02,27.1,0.0,Partly Cloudy,84
2022-12-03,27.4,7.1,Cloudy,85
2022-12-04,28.2,0.0,Sunny,77
2022-12-05,27.4,0.0,Partly Cloudy,78
2022-12-06,25.4,5.7,Rainy,83
2022-12-07,24.7,27.1,Rainy,88
2022-12-08,25.9,0.0,Partly Cloudy,77
2022-12-09,28.1,0.0,Sunny,78
2022-12-10,27.9,0.0,Cloudy,84
2022-12-11,27.1,0.0,Cloudy,84
2022-12-12,29.5,3.3,Partly Cloudy,79
2022-12-13,27.7,37.1,Rainy,85
2022-12-14,26.9,36.8,Rainy,92
2022-12-15,26.8,0.0,Partly Cloudy,79
2022-12-16,25.9,0.0,Partly Cloudy,75
2022-12-17,25.7,2.9,Cloudy,86
2022-12-18,26.7,13.5,Cloudy,75
2022-12-19,25.8,14.0,Rainy,98
2022-12-20,26.1,0.0,Partly Cloudy,84
2022-12-21,27.2,0.0,Partly Cloudy,77
2022-12-22,27.2,0.0,Sunny,76
2022-12-23,26.2,0.0,Partly Cloudy,88
2022-12-24,26.4,7.8,Rainy,84
2022-12-25,28.6,0.0,Sunny,88
2022-12-26,26.6,11.1,Rainy,88
2022-12-27,27.9,0.0,Sunny,81
2022-12-28,24.5,15.0,Rainy,80
2022-12-29,24.8,0.0,Sunny,78
2022-12-30,25.3,10.7,Rainy,94
2022-12-31,27.2,12.4,Partly Cloudy,80
