date,sku,openingStock,receivedQty,soldQty,discardedQty,closingStock,orderPlacedQty,supplierLeadTimeDays,oldestReceiptDate,newestReceiptDate,estimatedOldStockQty,oldestAgeDays,oldStockShare,ageRiskRatio,avgDailySales7d,avgDailySales30d,salesStdDev,demandTrend,daysOfStockRemaining,stockoutRisk,reorderUrgency,expiryRiskScore,daysToExpiry,nearExpiryFlag
2022-01-01,LK-RIC-I6FQJ,57,0,11,0,46,14,3,2021-11-13,2021-12-14,16,49,0.348,0.08,11.0,11.0,1.8,0.0,7.7,0.4,Low,0.02,565,False
2022-01-01,LK-RIC-IUU9K,23,0,5,0,18,24,2,2021-12-15,2021-12-18,11,17,0.611,0.045,5.0,5.0,1.8,0.0,3.0,0.7,High,0.02,357,False
2022-01-01,LK-RIC-BNE6L,25,0,16,0,9,23,3,2021-12-11,2021-12-11,9,21,1.0,0.031,16.0,16.0,1.8,0.0,1.5,0.9,Critical,0.02,652,False
2022-01-01,LK-RIC-0982N,42,0,14,0,28,37,3,2021-12-12,2021-12-15,7,20,0.25,0.036,14.0,14.0,1.8,0.0,4.7,0.7,High,0.02,540,False
2022-01-01,LK-RIC-XWQZX,94,0,11,0,83,0,0,2021-11-16,2021-12-13,10,46,0.12,0.071,11.0,11.0,1.8,0.0,13.8,0.2,Low,0.02,598,False
2022-01-01,LK-DRY-4W7KY,29,0,11,0,18,33,2,2021-12-08,2021-12-21,9,24,0.5,0.079,11.0,11.0,1.8,0.0,3.0,0.7,High,0.02,281,False
2022-01-01,LK-DRY-92H3T,30,0,8,0,22,19,2,2021-12-19,2021-12-19,22,13,1.0,0.013,8.0,8.0,1.8,0.0,3.7,0.7,High,0.02,984,False
2022-01-01,LK-DRY-AJEPE,127,0,8,0,119,0,0,2021-11-14,2021-12-26,42,48,0.353,0.052,8.0,8.0,1.8,0.0,19.8,0.05,Low,0.02,876,False
2022-01-01,LK-DRY-PDZP6,111,0,19,0,92,0,0,2021-12-17,2021-12-17,92,15,1.0,0.019,19.0,19.0,1.8,0.0,15.3,0.05,Low,0.02,776,False
2022-01-01,LK-DRY-X1ZHQ,58,0,12,0,46,42,2,2021-12-25,2021-12-25,46,7,1.0,0.021,12.0,12.0,1.8,0.0,7.7,0.4,Low,0.02,329,False
2022-01-01,LK-DRY-NEC8U,70,0,17,0,53,42,3,2021-12-13,2021-12-13,20,19,0.377,0.056,17.0,17.0,1.8,0.0,8.8,0.4,Low,0.02,319,False
2022-01-01,LK-DRY-U3493,144,0,5,0,139,0,0,2021-11-29,2021-12-12,39,33,0.281,0.09,5.0,5.0,1.8,0.0,23.2,0.05,Low,0.02,332,False
2022-01-01,LK-DRY-TNQFL,179,0,17,0,162,0,0,2021-12-11,2021-12-18,72,21,0.444,0.025,17.0,17.0,1.8,0.0,27.0,0.05,Low,0.02,836,False
2022-01-01,LK-DRY-DYVSL,176,0,18,0,158,0,0,2021-12-19,2021-12-19,158,13,1.0,0.043,18.0,18.0,1.8,0.0,26.3,0.05,Low,0.02,289,False
2022-01-01,LK-DRY-43C5B,91,0,13,0,78,0,0,2021-12-12,2021-12-12,78,20,1.0,0.039,13.0,13.0,1.8,0.0,13.0,0.2,Low,0.02,492,False
2022-01-01,LK-DRY-SOLML,36,0,15,0,21,27,2,2021-12-10,2021-12-11,10,22,0.476,0.022,15.0,15.0,1.8,0.0,3.5,0.7,High,0.02,992,False
2022-01-01,LK-DRY-G1R11,35,0,13,0,22,30,2,2021-12-26,2021-12-26,22,6,1.0,0.013,13.0,13.0,1.8,0.0,3.7,0.7,High,0.02,455,False
2022-01-01,LK-DRY-3C54W,50,0,13,0,37,40,3,2021-12-01,2021-12-18,21,31,0.568,0.093,13.0,13.0,1.8,0.0,6.2,0.4,Medium,0.02,303,False
2022-01-01,LK-DRY-XBZ9S,46,0,7,0,39,33,2,2021-12-17,2021-12-17,39,15,1.0,0.029,7.0,7.0,1.8,0.0,6.5,0.4,Medium,0.02,507,False
2022-01-01,LK-DRY-5MUFM,61,0,17,0,44,45,3,2021-12-23,2021-12-23,44,9,1.0,0.01,17.0,17.0,1.8,0.0,7.3,0.4,Medium,0.02,927,False
2022-01-01,LK-DRY-GH8RI,74,0,6,0,68,0,0,2021-12-24,2021-12-24,68,8,1.0,0.01,6.0,6.0,1.8,0.0,11.3,0.2,Low,0.02,804,False
2022-01-01,LK-DRY-POYIP,105,0,13,0,92,0,0,2021-12-09,2021-12-14,44,23,0.478,0.036,13.0,13.0,1.8,0.0,15.3,0.05,Low,0.02,608,False
2022-01-01,LK-DRY-EJX5T,55,0,5,0,50,34,3,2021-11-17,2021-12-13,18,45,0.36,0.111,5.0,5.0,1.8,0.0,8.3,0.4,Low,0.02,362,False
2022-01-01,LK-DRY-NB74X,81,0,20,0,61,0,0,2021-12-03,2021-12-20,28,29,0.459,0.066,20.0,20.0,1.8,0.0,10.2,0.2,Low,0.02,413,False
2022-01-01,LK-DRY-P2QD6,28,0,22,0,6,40,3,2021-12-16,2021-12-16,6,16,1.0,0.021,22.0,22.0,1.8,0.0,1.0,0.9,Critical,0.02,748,False
2022-01-01,LK-DRY-2SA5B,40,0,27,0,13,42,3,2021-12-13,2021-12-13,13,19,1.0,0.037,27.0,27.0,1.8,0.0,2.2,0.7,Critical,0.02,501,False
2022-01-01,LK-DRY-9RGEZ,39,0,12,0,27,28,2,2021-12-01,2021-12-12,9,31,0.333,0.042,12.0,12.0,1.8,0.0,4.5,0.7,High,0.02,705,False
2022-01-01,LK-DRY-LEN60,124,0,20,0,104,0,0,2021-12-25,2021-12-25,104,7,1.0,0.009,20.0,20.0,1.8,0.0,17.3,0.05,Low,0.02,789,False
2022-01-01,LK-DRY-VPYMB,57,0,31,0,26,54,3,2021-12-01,2021-12-24,2,31,0.077,0.147,31.0,31.0,1.8,0.0,4.3,0.7,High,0.02,180,False
2022-01-01,LK-DRY-8BFQN,139,0,29,0,110,0,0,2021-12-20,2021-12-20,110,12,1.0,0.013,29.0,29.0,1.8,0.0,18.3,0.05,Low,0.02,921,False
2022-01-01,LK-DRY-HWY9H,55,0,13,0,42,46,2,2021-12-19,2021-12-19,42,13,1.0,0.027,13.0,13.0,1.8,0.0,7.0,0.4,Medium,0.02,474,False
2022-01-01,LK-DRY-2ATN2,59,0,25,0,34,40,2,2021-12-11,2021-12-11,34,21,1.0,0.027,25.0,25.0,1.8,0.0,5.7,0.4,Medium,0.02,747,False
2022-01-01,LK-DRY-52XG8,45,0,14,0,31,30,3,2021-11-26,2021-12-17,6,36,0.194,0.067,14.0,14.0,1.8,0.0,5.2,0.4,Medium,0.02,498,False
2022-01-01,LK-DRY-KTSG7,68,0,11,0,57,25,3,2021-11-12,2021-12-24,6,50,0.105,0.065,11.0,11.0,1.8,0.0,9.5,0.4,Low,0.02,720,False
2022-01-01,LK-DRY-XKI3O,85,0,0,0,85,0,0,2021-11-27,2021-12-16,28,35,0.329,0.033,0.0,0.0,1.8,0.0,14.2,0.05,Low,0.02,1027,False
2022-01-01,LK-DRY-LQJID,120,0,12,0,108,0,0,2021-11-13,2021-12-26,26,49,0.241,0.069,12.0,12.0,1.8,0.0,18.0,0.05,Low,0.02,658,False
2022-01-01,LK-DRY-HMBR5,81,0,16,0,65,0,0,2021-12-12,2021-12-24,21,20,0.323,0.034,16.0,16.0,1.8,0.0,10.8,0.2,Low,0.02,570,False
2022-01-01,LK-DRY-K9YE9,134,0,10,0,124,0,0,2021-12-26,2021-12-26,124,6,1.0,0.027,10.0,10.0,1.8,0.0,20.7,0.05,Low,0.02,213,False
2022-01-01,LK-DRY-7LOW4,99,0,13,0,86,0,0,2021-12-08,2021-12-15,51,24,0.593,0.028,13.0,13.0,1.8,0.0,14.3,0.05,Low,0.02,845,False
2022-01-01,LK-DRY-R821U,43,0,5,0,38,26,3,2021-12-16,2021-12-19,19,16,0.5,0.055,5.0,5.0,1.8,0.0,6.3,0.4,Medium,0.02,276,False
2022-01-01,LK-DRY-1750C,105,0,17,0,88,0,0,2021-11-27,2021-12-13,31,35,0.352,0.048,17.0,17.0,1.8,0.0,14.7,0.05,Low,0.02,690,False
2022-01-01,LK-DRY-VGIUI,120,0,16,0,104,0,0,2021-11-24,2021-12-11,25,38,0.24,0.052,16.0,16.0,1.8,0.0,17.3,0.05,Low,0.02,698,False
2022-01-01,LK-DRY-C7X0H,40,0,10,0,30,26,3,2021-12-02,2021-12-24,1,30,0.033,0.041,10.0,10.0,1.8,0.0,5.0,0.7,Medium,0.02,693,False
2022-01-01,LK-DRY-AT7O7,59,0,12,0,47,46,3,2021-12-13,2021-12-14,19,19,0.404,0.018,12.0,12.0,1.8,0.0,7.8,0.4,Low,0.02,1031,False
2022-01-01,LK-DRY-G05KB,94,0,15,0,79,0,0,2021-12-04,2021-12-23,27,28,0.342,0.027,15.0,15.0,1.8,0.0,13.2,0.2,Low,0.02,1023,False
2022-01-01,LK-DRY-JG02U,51,0,9,0,42,32,3,2021-12-15,2021-12-26,14,17,0.333,0.053,9.0,9.0,1.8,0.0,7.0,0.4,Medium,0.02,306,False
2022-01-01,LK-DRY-K0AXY,53,0,9,0,44,26,2,2021-11-13,2021-12-15,8,49,0.182,0.088,9.0,9.0,1.8,0.0,7.3,0.4,Medium,0.02,507,False
2022-01-01,LK-DRY-OTQTX,95,0,9,0,86,0,0,2021-12-10,2021-12-22,40,22,0.465,0.021,9.0,9.0,1.8,0.0,14.3,0.05,Low,0.02,1006,False
2022-01-01,LK-DRY-EHUDS,124,0,15,0,109,0,0,2021-12-25,2021-12-25,109,7,1.0,0.008,15.0,15.0,1.8,0.0,18.2,0.05,Low,0.02,913,False
2022-01-01,LK-DRY-MC97C,33,0,6,0,27,17,3,2021-11-27,2021-12-25,9,35,0.333,0.062,6.0,6.0,1.8,0.0,4.5,0.7,High,0.02,531,False
2022-01-01,LK-DRY-T0IAA,29,0,11,0,18,19,2,2021-12-06,2021-12-24,5,26,0.278,0.024,11.0,11.0,1.8,0.0,3.0,0.7,High,0.02,1050,False
2022-01-01,LK-DRY-HDBVZ,138,0,22,0,116,0,0,2021-11-19,2021-12-21,21,43,0.181,0.103,22.0,22.0,1.8,0.0,19.3,0.05,Low,0.02,376,False
2022-01-01,LK-DRY-59SOJ,51,0,31,0,20,63,2,2021-12-13,2021-12-13,20,19,1.0,0.031,31.0,31.0,1.8,0.0,3.3,0.7,High,0.02,587,False
2022-01-01,LK-DRY-4FQCO,30,0,20,0,10,34,3,2021-12-20,2021-12-20,10,12,1.0,0.011,20.0,20.0,1.8,0.0,1.7,0.9,Critical,0.02,1035,False
2022-01-01,LK-DRY-G10UR,77,0,18,0,59,0,0,2021-11-23,2021-12-15,3,39,0.051,0.092,18.0,18.0,1.8,0.0,9.8,0.4,Low,0.02,386,False
2022-01-01,LK-BEV-SRD9Q,84,0,5,0,79,0,0,2021-11-15,2021-12-17,25,47,0.316,0.098,5.0,5.0,0.9,0.0,26.3,0.05,Low,0.02,432,False
2022-01-01,LK-BEV-RXYJ3,27,0,0,0,27,0,0,2021-12-11,2021-12-11,27,21,1.0,0.041,0.0,0.0,0.9,0.0,9.0,0.4,Low,0.02,487,False
2022-01-01,LK-BEV-O4IZA,54,0,11,0,43,0,0,2021-12-15,2021-12-15,43,17,1.0,0.091,11.0,11.0,0.9,0.0,14.3,0.05,Low,0.02,169,False
2022-01-01,LK-BEV-P7G7S,37,0,4,0,33,0,0,2021-12-09,2021-12-24,18,23,0.545,0.049,4.0,4.0,0.9,0.0,11.0,0.2,Low,0.02,446,False
2022-01-01,LK-BEV-DNTCA,62,0,11,0,51,0,0,2021-12-11,2021-12-11,51,21,1.0,0.039,11.0,11.0,0.9,0.0,17.0,0.05,Low,0.02,513,False
2022-01-01,LK-BEV-XG4AH,17,0,8,0,9,19,3,2021-12-26,2021-12-26,9,6,1.0,0.016,8.0,8.0,0.9,0.0,3.0,0.7,High,0.02,370,False
2022-01-01,LK-BEV-4M18O,36,0,5,0,31,0,0,2021-12-11,2021-12-24,10,21,0.323,0.041,5.0,5.0,0.9,0.0,10.3,0.2,Low,0.02,497,False
2022-01-01,LK-BEV-ZW0LD,21,0,10,0,11,13,3,2021-12-13,2021-12-26,2,19,0.182,0.043,10.0,10.0,0.9,0.0,3.7,0.7,High,0.02,423,False
2022-01-01,LK-BEV-AO20U,54,0,5,0,49,0,0,2021-12-14,2021-12-14,49,18,1.0,0.068,5.0,5.0,0.9,0.0,16.3,0.05,Low,0.02,247,False
2022-01-01,LK-BEV-WVHDK,40,0,10,0,30,0,0,2021-12-17,2021-12-17,30,15,1.0,0.028,10.0,10.0,0.9,0.0,10.0,0.4,Low,0.02,520,False
2022-01-01,LK-BEV-W82LK,47,0,0,0,47,0,0,2021-11-22,2021-12-24,11,40,0.234,0.074,0.0,0.0,0.9,0.0,15.7,0.05,Low,0.02,502,False
2022-01-01,LK-BEV-RWIXZ,26,0,9,0,17,24,2,2021-12-16,2021-12-17,9,16,0.529,0.041,9.0,9.0,0.9,0.0,5.7,0.4,Medium,0.02,378,False
2022-01-01,LK-BEV-1XMXB,39,0,7,0,32,0,0,2021-12-12,2021-12-12,32,20,1.0,0.038,7.0,7.0,0.9,0.0,10.7,0.2,Low,0.02,512,False
2022-01-01,LK-BEV-F9RK7,81,0,5,0,76,0,0,2021-12-07,2021-12-25,41,25,0.539,0.062,5.0,5.0,0.9,0.0,25.3,0.05,Low,0.02,379,False
2022-01-01,LK-BEV-4XYF9,58,0,0,0,58,0,0,2021-12-08,2021-12-11,28,24,0.483,0.088,0.0,0.0,0.9,0.0,19.3,0.05,Low,0.02,250,False
2022-01-01,LK-BEV-PAHKZ,52,0,6,0,46,0,0,2021-11-30,2021-12-16,22,32,0.478,0.074,6.0,6.0,0.9,0.0,15.3,0.05,Low,0.02,398,False
2022-01-01,LK-BEV-4W3ZK,41,0,4,0,37,0,0,2021-11-15,2021-12-22,15,47,0.405,0.107,4.0,4.0,0.9,0.0,12.3,0.2,Low,0.02,394,False
2022-01-01,LK-BEV-77GGK,81,0,14,0,67,0,0,2021-12-13,2021-12-13,67,19,1.0,0.041,14.0,14.0,0.9,0.0,22.3,0.05,Low,0.02,448,False
2022-01-01,LK-BEV-GU2HB,20,0,12,0,8,32,2,2021-12-15,2021-12-15,8,17,1.0,0.037,12.0,12.0,0.9,0.0,2.7,0.7,High,0.02,441,False
2022-01-01,LK-BEV-0XI5B,41,0,6,0,35,0,0,2021-11-27,2021-12-15,17,35,0.486,0.088,6.0,6.0,0.9,0.0,11.7,0.2,Low,0.02,364,False
2022-01-01,LK-BEV-TVG9K,35,0,6,0,29,0,0,2021-12-19,2021-12-19,29,13,1.0,0.051,6.0,6.0,0.9,0.0,9.7,0.4,Low,0.02,241,False
2022-01-01,LK-BEV-JOQW5,40,0,4,0,36,0,0,2021-12-11,2021-12-11,36,21,1.0,0.093,4.0,4.0,0.9,0.0,12.0,0.2,Low,0.02,206,False
2022-01-01,LK-BEV-RLKTE,50,0,5,0,45,0,0,2021-12-23,2021-12-23,45,9,1.0,0.023,5.0,5.0,0.9,0.0,15.0,0.05,Low,0.02,390,False
2022-01-01,LK-BEV-XJN6F,30,0,26,0,4,34,2,2021-12-16,2021-12-16,4,16,1.0,0.036,26.0,26.0,0.9,0.0,1.3,0.9,Critical,0.02,429,False
2022-01-01,LK-BEV-ECN0D,41,0,0,0,41,0,0,2021-11-26,2021-12-23,28,36,0.683,0.136,0.0,0.0,0.9,0.0,13.7,0.2,Low,0.02,228,False
2022-01-01,LK-BEV-4DD1V,29,0,9,0,20,24,3,2021-12-06,2021-12-18,10,26,0.5,0.053,9.0,9.0,0.9,0.0,6.7,0.4,Medium,0.02,465,False
2022-01-01,LK-BEV-S0KB6,39,0,2,0,37,0,0,2021-11-16,2021-12-11,8,46,0.216,0.126,2.0,2.0,0.9,0.0,12.3,0.2,Low,0.02,318,False
2022-01-01,LK-BEV-181AC,36,0,7,0,29,0,0,2021-12-15,2021-12-15,29,17,1.0,0.034,7.0,7.0,0.9,0.0,9.7,0.4,Low,0.02,490,False
2022-01-01,LK-BEV-TOW4Y,45,0,8,0,37,0,0,2021-11-16,2021-12-17,7,46,0.189,0.136,8.0,8.0,0.9,0.0,12.3,0.2,Low,0.02,292,False
2022-01-01,LK-BEV-8S2ZG,53,0,0,0,53,0,0,2021-12-10,2021-12-26,22,22,0.415,0.044,0.0,0.0,0.9,0.0,17.7,0.05,Low,0.02,479,False
2022-01-01,LK-BEV-F16YE,77,0,0,0,77,0,0,2021-12-12,2021-12-15,35,20,0.455,0.101,0.0,0.0,0.9,0.0,25.7,0.05,Low,0.02,178,False
2022-01-01,LK-BEV-3UEYB,45,0,0,0,45,0,0,2021-11-27,2021-12-26,19,35,0.422,0.095,0.0,0.0,0.9,0.0,15.0,0.05,Low,0.02,333,False
2022-01-01,LK-BEV-0T2F7,27,0,9,0,18,19,2,2021-12-04,2021-12-13,3,28,0.167,0.093,9.0,9.0,0.9,0.0,6.0,0.4,Medium,0.02,273,False
2022-01-01,LK-BEV-6SZN9,43,0,9,0,34,0,0,2021-12-04,2021-12-15,9,28,0.265,0.114,9.0,9.0,0.9,0.0,11.3,0.2,Low,0.02,218,False
2022-01-01,LK-BEV-LJCH2,45,0,0,0,45,0,0,2021-11-27,2021-12-21,23,35,0.511,0.122,0.0,0.0,0.9,0.0,15.0,0.05,Low,0.02,251,False
2022-01-01,LK-BEV-3ZB4L,47,0,10,0,37,0,0,2021-12-04,2021-12-23,22,28,0.595,0.068,10.0,10.0,0.9,0.0,12.3,0.2,Low,0.02,383,False
2022-01-01,LK-BEV-C2IHO,41,0,0,0,41,0,0,2021-11-22,2021-12-19,10,40,0.244,0.115,0.0,0.0,0.9,0.0,13.7,0.2,Low,0.02,309,False
2022-01-01,LK-BEV-RNPM6,14,0,7,0,7,17,2,2021-12-09,2021-12-15,3,23,0.429,0.05,7.0,7.0,0.9,0.0,2.3,0.7,Critical,0.02,438,False
2022-01-01,LK-BEV-W2292,30,0,6,0,24,12,2,2021-11-26,2021-12-14,4,36,0.167,0.074,6.0,6.0,0.9,0.0,8.0,0.4,Low,0.02,449,False
2022-01-01,LK-BEV-9DXJ3,26,0,7,0,19,12,3,2021-12-13,2021-12-18,6,19,0.316,0.052,7.0,7.0,0.9,0.0,6.3,0.4,Medium,0.02,344,False
2022-01-01,LK-BEV-TGBCV,27,0,0,0,27,0,0,2021-11-29,2021-12-16,19,33,0.704,0.096,0.0,0.0,0.9,0.0,9.0,0.4,Low,0.02,312,False
2022-01-01,LK-BEV-8N7OD,45,0,3,0,42,0,0,2021-11-28,2021-12-15,17,34,0.405,0.094,3.0,3.0,0.9,0.0,14.0,0.2,Low,0.02,328,False
2022-01-01,LK-BEV-AZU41,34,0,2,0,32,0,0,2021-12-20,2021-12-20,32,12,1.0,0.055,2.0,2.0,0.9,0.0,10.7,0.2,Low,0.02,207,False
2022-01-01,LK-BEV-X5QJI,57,0,6,0,51,0,0,2021-12-10,2021-12-25,31,22,0.608,0.051,6.0,6.0,0.9,0.0,17.0,0.05,Low,0.02,410,False
2022-01-01,LK-BEV-IQ2BA,71,0,4,0,67,0,0,2021-11-15,2021-12-20,21,47,0.313,0.133,4.0,4.0,0.9,0.0,22.3,0.05,Low,0.02,306,False
2022-01-01,LK-BEV-FDHGZ,31,0,0,0,31,0,0,2021-12-18,2021-12-18,31,14,1.0,0.068,0.0,0.0,0.9,0.0,10.3,0.2,Low,0.02,193,False
2022-01-01,LK-BEV-DHW9R,31,0,8,0,23,19,2,2021-12-06,2021-12-26,6,26,0.261,0.07,8.0,8.0,0.9,0.0,7.7,0.4,Low,0.02,343,False
2022-01-01,LK-BEV-C1YDM,53,0,0,0,53,0,0,2021-12-25,2021-12-25,53,7,1.0,0.017,0.0,0.0,0.9,0.0,17.7,0.05,Low,0.02,416,False
2022-01-01,LK-BEV-USU9F,46,0,5,0,41,0,0,2021-11-27,2021-12-21,10,35,0.244,0.07,5.0,5.0,0.9,0.0,13.7,0.2,Low,0.02,466,False
