date,sku,unitsSold,unitPriceLKR,promotionFlag,promotionType,customerCount
2022-01-01,LK-DRY-MC97C,6,198.84,False,,4
2022-01-01,LK-DRY-T0IAA,11,126.94,False,,4
2022-01-01,LK-DRY-HDBVZ,22,658.69,False,,9
2022-01-01,LK-DRY-59SOJ,31,989.87,False,,11
2022-01-01,LK-DRY-4FQCO,20,362.24,False,,10
2022-01-01,LK-DRY-G10UR,18,938.02,False,,7
2022-01-01,LK-BEV-SRD9Q,5,149.73,False,,2
2022-01-01,LK-BEV-O4IZA,11,299.17,False,,4
2022-01-01,LK-BEV-P7G7S,4,481.37,False,,1
2022-01-01,LK-BEV-DNTCA,11,181.76,False,,4
2022-01-01,LK-BEV-XG4AH,8,447.18,False,,5
2022-01-01,LK-BEV-4M18O,5,340.92,False,,3
2022-01-01,LK-BEV-ZW0LD,10,499.48,False,,3
2022-01-01,LK-BEV-AO20U,5,446.95,False,,2
2022-01-01,LK-BEV-WVHDK,10,155.04,False,,4
2022-01-01,LK-BEV-RWIXZ,9,510.74,False,,5
2022-01-01,LK-BEV-1XMXB,7,225.94,False,,3
2022-01-01,LK-BEV-F9RK7,5,408.93,False,,3
2022-01-01,LK-BEV-PAHKZ,6,415.84,False,,3
2022-01-01,LK-BEV-4W3ZK,4,345.88,False,,2
2022-01-01,LK-BEV-77GGK,14,342.82,False,,6
2022-01-01,LK-BEV-GU2HB,12,332.69,True,Flash,5
2022-01-01,LK-BEV-0XI5B,6,427.39,False,,4
2022-01-01,LK-BEV-TVG9K,6,152.38,False,,2
2022-01-01,LK-BEV-JOQW5,4,246.74,False,,2
2022-01-01,LK-BEV-RLKTE,5,125.63,False,,2
2022-01-01,LK-BEV-XJN6F,26,161.08,True,Discount,9
2022-01-01,LK-BEV-4DD1V,9,258.33,False,,5
2022-01-01,LK-BEV-S0KB6,2,604.89,False,,1
2022-01-01,LK-BEV-181AC,7,403.52,False,,4
2022-01-01,LK-BEV-TOW4Y,8,896.98,False,,3
2022-01-01,LK-BEV-0T2F7,9,81.75,True,BOGOF,6
2022-01-01,LK-BEV-6SZN9,9,258.64,False,,4
2022-01-01,LK-BEV-3ZB4L,10,303.17,False,,4
2022-01-01,LK-BEV-RNPM6,7,212.46,False,,4
2022-01-01,LK-BEV-W2292,6,170.32,False,,3
2022-01-01,LK-BEV-9DXJ3,7,175.2,False,,2
2022-01-01,LK-BEV-8N7OD,3,446.34,False,,1
2022-01-01,LK-BEV-AZU41,2,243.03,False,,1
2022-01-01,LK-BEV-X5QJI,6,412.95,False,,2
2022-01-01,LK-BEV-IQ2BA,4,630.6,False,,2
2022-01-01,LK-BEV-DHW9R,8,336.22,False,,3
2022-01-01,LK-BEV-USU9F,5,280.5,False,,2
2022-01-01,LK-BEV-NRVBJ,7,152.89,False,,3
2022-01-01,LK-BEV-BG34I,8,115.33,True,Discount,4
2022-01-01,LK-BEV-MF60Y,6,383.8,False,,3
2022-01-01,LK-BEV-RMJLJ,21,138.84,True,Near-Expiry,11
2022-01-01,LK-BEV-2LJK4,12,703.89,False,,5
2022-01-01,LK-BEV-969F5,5,788.36,False,,3
2022-01-01,LK-BEV-WO8NB,4,785.89,False,,2
2022-01-01,LK-DAI-8QSSP,25,727.0,False,,10
2022-01-01,LK-DAI-JTB9X,40,1404.92,True,Flash,13
2022-01-01,LK-DAI-ZP6SW,15,591.91,False,,5
2022-01-01,LK-DAI-IADDU,18,473.85,False,,10
2022-01-01,LK-DAI-PE46A,11,445.29,False,,4
2022-01-01,LK-DAI-5GE09,15,681.35,False,,6
2022-01-01,LK-DAI-JLZY1,22,103.44,True,Flash,8
2022-01-01,LK-DAI-XF445,9,496.56,False,,5
2022-01-01,LK-DAI-ERXDO,14,331.15,True,Discount,9
2022-01-01,LK-DAI-ZNQDX,6,568.51,False,,2
2022-01-01,LK-DAI-ZDO74,9,117.45,False,,3
2022-01-01,LK-DAI-XVL5P,5,450.35,False,,2
2022-01-01,LK-DAI-WKMY9,6,129.82,False,,4
2022-01-01,LK-DAI-NBCJ2,16,325.53,True,Near-Expiry,10
2022-01-01,LK-DAI-YBNO2,9,585.03,False,,3
2022-01-01,LK-DAI-C80EB,16,472.95,False,,7
2022-01-01,LK-DAI-2TCZS,10,85.08,False,,6
2022-01-01,LK-DAI-939AY,36,337.47,True,Bundle,14
2022-01-01,LK-DAI-GS8G8,11,493.72,False,,6
2022-01-01,LK-DAI-GJC36,6,119.78,False,,2
2022-01-01,LK-DAI-VK7N3,7,443.67,False,,3
2022-01-01,LK-DAI-VT8K0,11,135.99,False,,6
2022-01-01,LK-DAI-TKCD0,12,142.88,False,,4
2022-01-01,LK-DAI-AIH0P,15,548.73,False,,6
2022-01-01,LK-DAI-064W3,17,212.18,False,,7
2022-01-01,LK-DAI-AI89Y,10,1051.0,False,,5
2022-01-01,LK-DAI-QQB9L,20,332.11,True,Flash,8
2022-01-01,LK-DAI-25A5P,23,894.97,False,,11
2022-01-01,LK-DAI-F4ABU,14,1048.63,False,,9
2022-01-01,LK-DAI-Q95G3,11,570.29,False,,5
2022-01-01,LK-DAI-PFDRW,15,262.1,False,,7
2022-01-01,LK-DAI-2NV01,10,419.63,False,,6
2022-01-01,LK-DAI-YLNFX,5,247.59,False,,2
2022-01-01,LK-DAI-1OE5E,7,503.83,False,,3
2022-01-01,LK-DAI-DJNV0,16,350.4,False,,5
2022-01-01,LK-DAI-YMX9D,10,525.62,False,,5
2022-01-01,LK-DAI-7UJOD,8,97.27,False,,3
2022-01-01,LK-DAI-5RJN2,14,414.98,False,,8
2022-01-01,LK-DAI-J8Y6R,7,104.24,False,,3
2022-01-01,LK-DAI-WR965,6,474.39,False,,3
2022-01-01,LK-BAK-SLAYN,12,141.85,False,,5
2022-01-01,LK-BAK-KGEUI,6,400.67,False,,3
2022-01-01,LK-BAK-OYC3R,16,60.65,True,BOGOF,8
2022-01-01,LK-BAK-1QCWQ,3,323.6,False,,1
2022-01-01,LK-BAK-D7OI0,17,161.43,True,BOGOF,7
2022-01-01,LK-BAK-K12V2,9,292.31,False,,3
2022-01-01,LK-BAK-YK03O,4,500.5,False,,2
2022-01-01,LK-BAK-PKZGG,17,255.11,True,Discount,10
2022-01-01,LK-BAK-41IZX,3,118.41,False,,1
2022-01-01,LK-BAK-2CWT0,8,114.92,False,,4
2022-01-01,LK-BAK-ZPD2T,9,586.86,False,,5
2022-01-01,LK-BAK-NT0MQ,6,99.16,False,,3
2022-01-01,LK-BAK-CC1M3,9,84.45,False,,4
2022-01-01,LK-BAK-UDP2F,6,233.33,False,,2
2022-01-01,LK-BAK-YF0D0,3,392.15,False,,2
2022-01-01,LK-BAK-YN6SJ,7,150.42,False,,4
2022-01-01,LK-BAK-9DL5T,8,321.32,False,,3
2022-01-01,LK-BAK-QXGNR,12,304.09,False,,5
2022-01-01,LK-INS-FF1BL,6,66.71,False,,2
2022-01-01,LK-INS-CVITW,9,95.62,False,,3
2022-01-01,LK-INS-SZWD0,2,79.49,False,,1
2022-01-01,LK-INS-IKGEQ,4,92.52,False,,1
2022-01-01,LK-INS-ELOU8,4,246.87,False,,2
2022-01-01,LK-INS-Q8HKE,10,176.36,False,,4
2022-01-01,LK-INS-9HBN5,5,70.8,False,,2
2022-01-01,LK-INS-T1YJF,8,88.09,False,,3
2022-01-01,LK-INS-BB6BN,2,84.83,False,,1
2022-01-01,LK-INS-UMYGY,7,81.64,False,,3
2022-01-01,LK-INS-56WAF,6,437.02,False,,2
2022-01-01,LK-INS-WS44C,4,645.65,False,,1
2022-01-01,LK-INS-GN74F,5,566.89,False,,3
2022-01-01,LK-INS-IPAR0,8,383.26,False,,5
2022-01-01,LK-INS-SSVIW,3,85.0,False,,2
2022-01-01,LK-INS-ZVK2J,9,87.13,False,,3
2022-01-01,LK-INS-V60XN,5,105.31,False,,3
2022-01-01,LK-INS-0MX1E,10,87.9,False,,4
2022-01-01,LK-INS-8YB7W,7,75.66,False,,3
2022-01-01,LK-INS-ACOSY,6,63.29,False,,2
2022-01-01,LK-INS-2GDGK,13,92.29,False,,5
2022-01-01,LK-INS-OXDTP,7,178.21,False,,3
2022-01-01,LK-INS-6US7R,11,66.16,True,Bundle,7
2022-01-01,LK-INS-4M41K,8,357.64,False,,3
2022-01-01,LK-INS-RCTLT,8,74.84,False,,4
2022-01-01,LK-INS-RA6WI,4,101.6,False,,2
2022-01-01,LK-INS-OEYTL,6,106.61,False,,3
2022-01-01,LK-SNK-4K00I,1,339.45,False,,1
2022-01-01,LK-SNK-G5WZA,6,175.37,False,,4
2022-01-01,LK-SNK-89ORV,2,120.08,False,,1
2022-01-01,LK-SNK-XKG6X,2,175.98,False,,1
2022-01-01,LK-SNK-UFQYM,1,415.45,False,,1
2022-01-01,LK-SNK-W8ZUV,2,277.95,True,BOGOF,1
2022-01-01,LK-SNK-FEJ2X,1,217.47,False,,1
2022-01-01,LK-SNK-ITL8N,3,331.6,False,,1
2022-01-01,LK-TEA-PXAHK,18,502.34,False,,6
2022-01-01,LK-TEA-DNON4,14,465.18,False,,8
2022-01-01,LK-TEA-EZP7Q,30,183.58,True,Flash,14
2022-01-01,LK-TEA-IQIUX,7,427.84,False,,3
2022-01-01,LK-TEA-8V0BJ,18,319.47,False,,9
2022-01-01,LK-TEA-L9R9K,16,300.57,False,,8
2022-01-01,LK-TEA-JZP97,26,341.99,False,,15
2022-01-01,LK-TEA-1G7IR,17,1500.57,False,,10
2022-01-01,LK-TEA-8X8L0,9,337.55,False,,5
2022-01-01,LK-TEA-NOX8F,12,694.02,False,,7
2022-01-01,LK-TEA-WDS9Y,12,301.13,False,,6
2022-01-01,LK-TEA-CBDPD,6,2913.46,False,,3
2022-01-01,LK-TEA-1Q3M7,8,179.63,False,,4
2022-01-01,LK-TEA-0K3WY,18,1198.19,False,,8
2022-01-01,LK-TEA-D1FPE,16,161.2,False,,9
2022-01-01,LK-TEA-0VTKR,8,305.28,False,,3
2022-01-01,LK-TEA-QPF0Q,10,403.38,False,,4
2022-01-01,LK-TEA-K0YEH,19,424.05,False,,7
2022-01-01,LK-HOU-PWEIJ,7,438.15,False,,4
2022-01-01,LK-HOU-DN1MX,8,1337.09,False,,3
2022-01-01,LK-HOU-MO1PO,7,471.5,False,,3
2022-01-01,LK-HOU-X5WWP,8,828.03,False,,5
2022-01-01,LK-HOU-FB2VI,3,575.15,False,,2
2022-01-01,LK-HOU-5RQNS,3,846.99,False,,1
2022-01-01,LK-HOU-EHR07,7,134.72,False,,4
2022-01-01,LK-HOU-B66H3,9,472.45,False,,4
2022-01-01,LK-HOU-Q5L2X,2,485.24,False,,1
2022-01-01,LK-HOU-PO4LJ,23,191.68,True,Near-Expiry,8
2022-01-01,LK-HOU-F6J76,7,708.13,False,,3
2022-01-01,LK-HOU-XGC7J,5,194.75,False,,3
2022-01-01,LK-HOU-Z1T2X,4,653.88,False,,1
2022-01-01,LK-HOU-VGV0E,27,305.33,True,Flash,16
2022-01-01,LK-HOU-CWBPA,7,395.47,False,,3
2022-01-01,LK-HOU-7N6Y2,8,756.91,False,,3
2022-01-01,LK-HOU-EBEVS,6,304.38,False,,4
2022-01-01,LK-HOU-M9XHC,7,683.04,False,,3
2022-01-01,LK-HOU-QHR13,4,131.92,False,,2
2022-01-01,LK-HOU-5ZMTG,12,560.76,False,,6
2022-01-01,LK-HOU-5CF72,9,513.77,False,,5
2022-01-01,LK-HOU-5HCQX,7,373.06,False,,3
2022-01-01,LK-PER-QO2LN,3,286.49,False,,2
2022-01-01,LK-PER-IP11Y,1,261.4,True,Discount,1
2022-01-01,LK-PER-GWPNX,1,454.86,False,,1
2022-01-01,LK-PER-HZ43X,4,809.1,False,,1
2022-01-01,LK-PER-XAHHX,3,698.98,False,,2
2022-01-01,LK-PER-01WCN,1,408.74,False,,1
2022-01-01,LK-PER-I0MHB,1,600.07,False,,1
2022-01-01,LK-PER-PF8R1,3,157.4,False,,1
2022-01-01,LK-PER-SRYZX,4,339.71,False,,2
2022-01-01,LK-PER-Z9C65,6,387.23,False,,2
2022-01-01,LK-PER-3G95P,1,594.48,False,,1
2022-01-01,LK-PER-2BH2N,32,297.78,False,,17
2022-01-01,LK-PER-W580Y,3,142.12,True,Discount,1
2022-01-01,LK-PER-SE2KY,3,195.59,True,Discount,1
2022-01-01,LK-BAB-TVJ0P,1,396.04,False,,1
2022-01-01,LK-BAB-M08TV,4,174.26,True,BOGOF,2
2022-01-01,LK-BAB-G92SJ,1,151.18,False,,1
2022-01-01,LK-BAB-3BQWR,1,2122.27,False,,1
2022-01-01,LK-BAB-ERFXI,1,2754.44,False,,1
2022-01-01,LK-BAB-DKEPL,21,2328.29,False,,8
2022-01-01,LK-BAB-DDAFS,16,368.97,False,,8
2022-01-01,LK-BAB-9I3HZ,1,706.79,False,,1
2022-01-01,LK-FRZ-LWIMR,2,663.0,False,,1
2022-01-01,LK-FRZ-96QZ6,1,1102.16,False,,1
2022-01-01,LK-FRZ-6DGG5,4,809.81,False,,2
2022-01-01,LK-FRZ-FYK3M,1,758.09,False,,1
2022-01-01,LK-FRZ-DNH4N,16,424.05,False,,5
2022-01-01,LK-FRZ-NA8NZ,1,1553.37,False,,1
2022-01-02,LK-RIC-XAJI0,20,267.67,False,,11
2022-01-02,LK-RIC-ZMF8M,5,1263.73,False,,2
2022-01-02,LK-RIC-ZBIKC,12,218.94,False,,6
2022-01-02,LK-RIC-UY41I,3,1340.48,False,,1
2022-01-02,LK-RIC-6OH9S,8,240.25,False,,4
2022-01-02,LK-RIC-MKFAZ,6,203.67,False,,2
2022-01-02,LK-RIC-C58DR,8,332.1,False,,3
2022-01-02,LK-RIC-EIMVI,8,265.11,False,,3
2022-01-02,LK-RIC-3GDPP,3,861.05,False,,2
2022-01-02,LK-RIC-B9487,5,231.65,False,,2
2022-01-02,LK-RIC-RGHC0,9,179.78,False,,5
2022-01-02,LK-RIC-BCXUL,6,222.82,False,,2
2022-01-02,LK-RIC-5NF4Z,11,278.92,True,Discount,6
2022-01-02,LK-RIC-3J2D5,8,1339.38,False,,4
2022-01-02,LK-RIC-0HP87,11,1350.54,False,,6
2022-01-02,LK-RIC-KPUXQ,5,469.76,False,,2
2022-01-02,LK-RIC-TUL1P,9,318.18,False,,4
2022-01-02,LK-RIC-6CFNF,7,218.14,False,,4
2022-01-02,LK-RIC-0TVHH,11,195.34,False,,5
2022-01-02,LK-RIC-JLQM5,7,220.56,False,,3
2022-01-02,LK-RIC-4VE92,12,318.13,False,,7
2022-01-02,LK-RIC-ZJA8D,8,1073.58,False,,3
2022-01-02,LK-RIC-LZJJE,5,306.88,False,,2
2022-01-02,LK-RIC-FUK9E,4,227.9,False,,1
2022-01-02,LK-RIC-HXFGC,6,251.44,True,Discount,4
2022-01-02,LK-RIC-EIFJF,10,294.83,False,,5
2022-01-02,LK-RIC-LYK83,8,317.82,False,,4
2022-01-02,LK-RIC-PBJEK,3,268.82,False,,1
2022-01-02,LK-RIC-49ITN,8,305.27,False,,3
2022-01-02,LK-RIC-1N759,5,235.91,False,,2
2022-01-02,LK-RIC-SQ0OX,9,323.95,False,,4
2022-01-02,LK-RIC-0PDW5,9,1134.1,False,,3
2022-01-02,LK-RIC-I6FQJ,6,342.93,False,,3
2022-01-02,LK-RIC-IUU9K,3,1312.19,False,,2
2022-01-02,LK-RIC-BNE6L,9,321.7,False,,4
2022-01-02,LK-RIC-0982N,9,1115.55,False,,4
2022-01-02,LK-RIC-XWQZX,6,648.35,False,,3
2022-01-02,LK-DRY-4W7KY,10,320.53,False,,5
2022-01-02,LK-DRY-92H3T,10,341.82,True,Bundle,4
2022-01-02,LK-DRY-AJEPE,5,221.78,False,,2
2022-01-02,LK-DRY-PDZP6,11,345.84,False,,4
2022-01-02,LK-DRY-X1ZHQ,21,170.96,True,Flash,9
2022-01-02,LK-DRY-NEC8U,10,94.89,False,,3
2022-01-02,LK-DRY-U3493,3,171.81,False,,1
2022-01-02,LK-DRY-TNQFL,14,233.05,False,,6
2022-01-02,LK-DRY-DYVSL,13,84.39,False,,8
2022-01-02,LK-DRY-43C5B,10,183.06,False,,3
2022-01-02,LK-DRY-SOLML,5,149.46,False,,2
2022-01-02,LK-DRY-G1R11,8,63.94,False,,4
2022-01-02,LK-DRY-3C54W,28,56.28,True,Near-Expiry,10
2022-01-02,LK-DRY-XBZ9S,5,87.69,False,,2
2022-01-02,LK-DRY-5MUFM,8,142.13,False,,5
2022-01-02,LK-DRY-GH8RI,4,175.64,False,,3
2022-01-02,LK-DRY-POYIP,12,142.9,False,,7
2022-01-02,LK-DRY-EJX5T,3,161.14,False,,1
2022-01-02,LK-DRY-NB74X,21,46.53,True,Bundle,9
2022-01-02,LK-DRY-P2QD6,6,1489.01,False,,4
2022-01-02,LK-DRY-2SA5B,13,408.36,False,,8
2022-01-02,LK-DRY-9RGEZ,9,305.25,False,,5
2022-01-02,LK-DRY-LEN60,12,957.67,False,,8
2022-01-02,LK-DRY-VPYMB,10,1007.08,False,,5
2022-01-02,LK-DRY-8BFQN,20,323.4,False,,8
2022-01-02,LK-DRY-HWY9H,9,367.6,False,,4
2022-01-02,LK-DRY-52XG8,19,370.48,True,Flash,6
2022-01-02,LK-DRY-KTSG7,9,174.84,False,,3
2022-01-02,LK-DRY-XKI3O,8,245.65,False,,3
2022-01-02,LK-DRY-LQJID,7,208.29,False,,4
2022-01-02,LK-DRY-HMBR5,20,318.61,True,Discount,9
2022-01-02,LK-DRY-K9YE9,9,137.22,False,,4
2022-01-02,LK-DRY-7LOW4,22,127.1,True,BOGOF,8
2022-01-02,LK-DRY-R821U,5,53.22,True,Discount,2
2022-01-02,LK-DRY-1750C,11,97.36,False,,4
2022-01-02,LK-DRY-VGIUI,11,95.07,False,,6
2022-01-02,LK-DRY-C7X0H,7,175.1,False,,5
2022-01-02,LK-DRY-AT7O7,16,41.69,True,Bundle,6
2022-01-02,LK-DRY-G05KB,12,150.56,False,,6
2022-01-02,LK-DRY-JG02U,6,139.53,False,,2
2022-01-02,LK-DRY-K0AXY,7,135.12,False,,4
2022-01-02,LK-DRY-OTQTX,6,168.64,False,,3
2022-01-02,LK-DRY-EHUDS,8,146.99,False,,4
2022-01-02,LK-DRY-MC97C,4,199.42,False,,2
2022-01-02,LK-DRY-T0IAA,7,130.96,False,,3
2022-01-02,LK-DRY-HDBVZ,18,676.42,False,,6
2022-01-02,LK-DRY-59SOJ,19,986.27,False,,8
2022-01-02,LK-DRY-4FQCO,10,357.71,False,,5
2022-01-02,LK-DRY-G10UR,20,780.65,True,Bundle,9
2022-01-02,LK-BEV-SRD9Q,3,150.34,False,,1
2022-01-02,LK-BEV-RXYJ3,7,381.49,True,Discount,3
2022-01-02,LK-BEV-O4IZA,11,303.44,False,,7
2022-01-02,LK-BEV-P7G7S,6,288.26,True,Near-Expiry,3
2022-01-02,LK-BEV-DNTCA,8,179.49,False,,4
2022-01-02,LK-BEV-XG4AH,9,448.09,False,,4
2022-01-02,LK-BEV-4M18O,3,343.54,False,,1
2022-01-02,LK-BEV-ZW0LD,7,499.53,False,,3
2022-01-02,LK-BEV-AO20U,5,352.12,True,Bundle,3
2022-01-02,LK-BEV-WVHDK,5,152.91,False,,2
2022-01-02,LK-BEV-RWIXZ,7,504.15,False,,3
2022-01-02,LK-BEV-1XMXB,14,184.48,True,Flash,7
2022-01-02,LK-BEV-F9RK7,3,411.54,False,,2
2022-01-02,LK-BEV-4XYF9,5,440.53,False,,3
2022-01-02,LK-BEV-PAHKZ,7,408.53,False,,4
2022-01-02,LK-BEV-4W3ZK,2,334.36,False,,1
2022-01-02,LK-BEV-77GGK,6,349.12,False,,2
2022-01-02,LK-BEV-GU2HB,5,413.33,False,,3
2022-01-02,LK-BEV-0XI5B,5,421.2,False,,2
2022-01-02,LK-BEV-TVG9K,5,148.31,False,,2
2022-01-02,LK-BEV-JOQW5,1,253.43,False,,1
2022-01-02,LK-BEV-RLKTE,5,121.77,False,,2
2022-01-02,LK-BEV-XJN6F,4,134.13,True,Flash,2
2022-01-02,LK-BEV-S0KB6,1,625.12,False,,1
2022-01-02,LK-BEV-181AC,6,410.69,False,,3
2022-01-02,LK-BEV-TOW4Y,8,902.39,False,,4
2022-01-02,LK-BEV-8S2ZG,3,351.11,False,,1
2022-01-02,LK-BEV-F16YE,3,627.2,False,,2
2022-01-02,LK-BEV-3UEYB,5,271.24,False,,2
2022-01-02,LK-BEV-6SZN9,5,259.37,False,,3
2022-01-02,LK-BEV-LJCH2,5,323.03,False,,2
2022-01-02,LK-BEV-3ZB4L,8,308.77,False,,4
2022-01-02,LK-BEV-C2IHO,4,256.41,False,,2
2022-01-02,LK-BEV-RNPM6,3,211.47,False,,1
2022-01-02,LK-BEV-W2292,6,168.8,False,,3
2022-01-02,LK-BEV-9DXJ3,4,172.68,False,,2
2022-01-02,LK-BEV-8N7OD,4,456.21,False,,1
2022-01-02,LK-BEV-AZU41,1,246.94,False,,1
2022-01-02,LK-BEV-X5QJI,13,207.84,True,BOGOF,5
2022-01-02,LK-BEV-IQ2BA,2,635.02,False,,1
2022-01-02,LK-BEV-FDHGZ,2,520.7,False,,1
2022-01-02,LK-BEV-DHW9R,3,343.71,False,,1
2022-01-02,LK-BEV-C1YDM,4,634.05,False,,2
2022-01-02,LK-BEV-USU9F,2,277.97,False,,1
2022-01-02,LK-BEV-NRVBJ,6,157.54,False,,3
2022-01-02,LK-BEV-9IK01,7,390.27,False,,3
2022-01-02,LK-BEV-BG34I,4,143.03,False,,2
2022-01-02,LK-BEV-MF60Y,5,381.87,False,,2
2022-01-02,LK-BEV-J2K8X,8,227.87,False,,3
2022-01-02,LK-BEV-93MZY,7,189.58,False,,4
2022-01-02,LK-BEV-2LJK4,5,706.79,False,,3
2022-01-02,LK-BEV-969F5,10,691.28,True,Discount,4
2022-01-02,LK-BEV-WO8NB,3,779.17,False,,2
2022-01-02,LK-DAI-8QSSP,1,717.4,False,,1
2022-01-02,LK-DAI-ZP6SW,11,588.27,False,,4
2022-01-02,LK-DAI-IADDU,13,482.37,False,,7
2022-01-02,LK-DAI-PE46A,7,445.66,False,,4
2022-01-02,LK-DAI-5GE09,8,671.92,False,,3
2022-01-02,LK-DAI-JLZY1,6,137.09,False,,3
2022-01-02,LK-DAI-XF445,4,481.34,False,,2
