date,sku,openingStock,receivedQty,soldQty,discardedQty,closingStock,orderPlacedQty,supplierLeadTimeDays,oldestReceiptDate,newestReceiptDate,estimatedOldStockQty,oldestAgeDays,oldStockShare,ageRiskRatio,avgDailySales7d,avgDailySales30d,salesStdDev,demandTrend,daysOfStockRemaining,stockoutRisk,reorderUrgency,expiryRiskScore,daysToExpiry,nearExpiryFlag
2024-01-01,LK-RIC-FUK9E,27,48,9,0,66,24,2,2023-12-27,2024-01-01,18,5,0.273,0.008,10.29,6.93,5.25,0.484,9.5,0.4,Low,0.02,614,False
2024-01-01,LK-RIC-HXFGC,54,0,4,0,50,0,0,2023-12-24,2023-12-30,11,8,0.22,0.012,6.57,6.33,3.55,0.038,7.9,0.4,Low,0.02,636,False
2024-01-01,LK-RIC-EIFJF,56,0,7,0,49,23,2,2023-12-26,2023-12-28,3,6,0.061,0.013,5.57,4.9,3.16,0.137,10.0,0.4,Low,0.02,452,False
2024-01-01,LK-RIC-VAIY4,46,42,10,0,78,21,2,2023-12-27,2024-01-01,15,5,0.192,0.008,10.29,8.3,4.86,0.239,9.4,0.4,Low,0.02,621,False
2024-01-01,LK-RIC-LYK83,112,0,22,0,90,23,2,2023-12-25,2023-12-31,21,7,0.233,0.039,13.43,12.07,7.1,0.113,7.5,0.4,Medium,0.02,174,False
2024-01-01,LK-RIC-PBJEK,9,18,8,0,19,9,2,2023-12-31,2024-01-01,1,1,0.053,0.003,9.86,9.7,9.38,0.016,2.0,0.9,Critical,0.02,295,False
2024-01-01,LK-RIC-49ITN,89,0,7,0,82,0,0,2023-12-18,2023-12-27,10,14,0.122,0.029,4.14,6.2,5.03,-0.332,13.2,0.2,Low,0.02,471,False
2024-01-01,LK-RIC-1N759,19,7,3,0,23,7,2,2023-12-29,2024-01-01,2,3,0.087,0.009,8.14,5.93,3.54,0.372,3.9,0.7,High,0.02,332,False
2024-01-01,LK-RIC-SQ0OX,66,21,4,0,83,0,0,2023-12-26,2024-01-01,20,6,0.241,0.011,14.57,11.13,7.29,0.309,7.5,0.4,Medium,0.02,563,False
2024-01-01,LK-RIC-0PDW5,66,0,5,0,61,0,0,2023-12-25,2023-12-30,13,7,0.213,0.01,10.43,9.0,5.65,0.159,6.8,0.4,Medium,0.02,716,False
2024-01-01,LK-RIC-I6FQJ,85,28,11,0,102,14,2,2023-12-25,2024-01-01,4,7,0.039,0.011,10.0,11.73,6.92,-0.148,8.7,0.4,Low,0.02,607,False
2024-01-01,LK-RIC-IUU9K,30,0,12,0,18,14,3,2023-12-26,2023-12-29,4,6,0.222,0.016,9.43,6.43,5.36,0.466,2.8,0.7,High,0.02,368,False
2024-01-01,LK-RIC-BNE6L,0,16,13,0,3,16,3,2024-01-01,2024-01-01,3,0,1.0,0.0,15.57,17.5,11.7,-0.11,0.2,0.9,Critical,0.02,673,False
2024-01-01,LK-RIC-0982N,68,26,12,0,82,13,2,2023-12-25,2024-01-01,4,7,0.049,0.013,8.29,7.77,4.16,0.067,10.6,0.2,Low,0.02,553,False
2024-01-01,LK-RIC-XWQZX,77,0,10,0,67,0,0,2023-12-27,2023-12-31,21,5,0.313,0.008,11.86,9.9,5.79,0.198,6.8,0.4,Medium,0.02,639,False
2024-01-01,LK-DRY-4W7KY,54,17,13,0,58,17,2,2023-12-27,2024-01-01,7,5,0.121,0.016,8.14,7.13,3.39,0.142,8.1,0.4,Low,0.02,300,False
2024-01-01,LK-DRY-92H3T,26,38,4,0,60,19,3,2023-12-29,2024-01-01,3,3,0.05,0.003,22.29,14.37,11.24,0.551,4.2,0.7,High,0.02,994,False
2024-01-01,LK-DRY-AJEPE,117,45,11,0,151,0,0,2023-12-25,2024-01-01,16,7,0.106,0.008,13.14,13.77,7.16,-0.045,11.0,0.2,Low,0.02,917,False
2024-01-01,LK-DRY-PDZP6,40,0,10,0,30,0,0,2023-12-29,2023-12-29,30,3,1.0,0.004,6.14,4.67,2.27,0.316,6.4,0.4,Medium,0.02,788,False
2024-01-01,LK-DRY-X1ZHQ,114,0,5,0,109,0,0,2023-12-24,2023-12-31,25,8,0.229,0.024,12.71,12.47,6.84,0.02,8.7,0.4,Low,0.02,328,False
2024-01-01,LK-DRY-NEC8U,85,0,25,0,60,0,0,2023-12-24,2023-12-30,18,8,0.3,0.024,13.29,10.0,8.59,0.329,6.0,0.4,Medium,0.02,330,False
2024-01-01,LK-DRY-U3493,75,0,5,0,70,0,0,2023-12-21,2023-12-28,22,11,0.314,0.03,5.43,5.2,3.43,0.044,13.5,0.2,Low,0.02,354,False
2024-01-01,LK-DRY-TNQFL,80,43,12,0,111,0,0,2023-12-24,2024-01-01,25,8,0.225,0.009,9.43,10.83,4.41,-0.13,10.2,0.2,Low,0.02,849,False
2024-01-01,LK-DRY-DYVSL,37,43,16,0,64,0,0,2023-12-25,2024-01-01,21,7,0.328,0.023,7.43,4.87,4.25,0.526,13.2,0.2,Low,0.02,295,False
2024-01-01,LK-DRY-43C5B,49,41,6,0,84,0,0,2023-12-19,2024-01-01,2,13,0.024,0.025,6.71,6.43,4.0,0.044,13.1,0.2,Low,0.02,499,False
2024-01-01,LK-DRY-SOLML,52,0,3,0,49,0,0,2023-12-21,2023-12-31,22,11,0.449,0.011,3.0,3.5,2.22,-0.143,14.0,0.2,Low,0.02,1003,False
2024-01-01,LK-DRY-G1R11,26,0,7,0,19,26,2,2023-12-26,2023-12-28,4,6,0.211,0.013,4.14,4.13,1.98,0.002,4.6,0.7,High,0.02,455,False
2024-01-01,LK-DRY-3C54W,122,0,25,0,97,40,3,2023-12-27,2023-12-31,17,5,0.175,0.015,18.57,14.87,6.39,0.249,6.5,0.4,Medium,0.02,329,False
2024-01-01,LK-DRY-XBZ9S,47,33,15,0,65,0,0,2023-12-26,2024-01-01,32,6,0.492,0.011,9.0,6.4,3.61,0.406,10.2,0.2,Low,0.02,516,False
2024-01-01,LK-DRY-5MUFM,96,45,8,1,132,0,0,2023-12-26,2024-01-01,42,6,0.318,0.006,9.14,12.5,8.13,-0.269,10.6,0.2,Low,0.02,930,False
2024-01-01,LK-DRY-GH8RI,78,36,7,0,107,0,0,2023-12-25,2024-01-01,35,7,0.327,0.009,7.71,9.4,5.68,-0.179,11.4,0.2,Low,0.02,805,False
2024-01-01,LK-DRY-POYIP,85,0,11,0,74,0,0,2023-12-26,2023-12-27,14,6,0.189,0.01,10.43,10.07,6.87,0.036,7.4,0.4,Medium,0.02,625,False
2024-01-01,LK-DRY-EJX5T,35,0,10,0,25,0,0,2023-12-26,2023-12-26,25,6,1.0,0.015,5.86,4.63,2.29,0.264,5.4,0.4,Medium,0.02,401,False
2024-01-01,LK-DRY-NB74X,45,0,4,0,41,0,0,2023-12-25,2023-12-31,20,7,0.488,0.016,6.71,6.13,4.22,0.095,6.7,0.4,Medium,0.02,435,False
2024-01-01,LK-DRY-P2QD6,124,23,8,0,139,0,0,2023-12-26,2024-01-01,1,6,0.007,0.008,17.71,18.93,5.05,-0.064,7.3,0.4,Medium,0.02,758,False
2024-01-01,LK-DRY-2SA5B,54,14,15,0,53,14,3,2023-12-28,2024-01-01,11,4,0.208,0.008,13.29,11.03,2.71,0.204,4.8,0.7,High,0.02,516,False
2024-01-01,LK-DRY-9RGEZ,78,28,18,0,88,0,0,2023-12-27,2024-01-01,4,5,0.045,0.007,13.14,11.5,4.08,0.143,7.7,0.4,Low,0.02,731,False
2024-01-01,LK-DRY-LEN60,71,46,11,0,106,46,3,2023-12-25,2024-01-01,14,7,0.132,0.009,12.43,11.4,2.7,0.09,9.3,0.4,Low,0.02,789,False
2024-01-01,LK-DRY-VPYMB,101,40,14,0,127,0,0,2023-12-26,2024-01-01,7,6,0.055,0.028,14.0,15.1,8.84,-0.073,8.4,0.4,Low,0.02,205,False
2024-01-01,LK-DRY-8BFQN,214,0,16,0,198,0,0,2023-12-27,2023-12-31,26,5,0.131,0.005,30.43,29.4,12.03,0.035,6.7,0.4,Medium,0.02,928,False
2024-01-01,LK-DRY-HWY9H,57,23,16,0,64,23,2,2023-12-25,2024-01-01,18,7,0.281,0.014,10.86,9.1,2.93,0.193,7.0,0.4,Medium,0.02,480,False
2024-01-01,LK-DRY-2ATN2,0,40,0,0,40,20,2,2024-01-01,2024-01-01,40,0,1.0,0.0,25.0,24.8,10.47,0.008,1.6,0.9,Critical,0.02,768,False
2024-01-01,LK-DRY-52XG8,38,0,12,0,26,30,3,2023-12-26,2023-12-26,26,6,1.0,0.011,4.71,4.33,2.64,0.088,6.0,0.4,Medium,0.02,528,False
2024-01-01,LK-DRY-KTSG7,102,0,5,0,97,0,0,2023-12-21,2023-12-28,22,11,0.227,0.014,6.0,8.5,6.23,-0.294,11.4,0.2,Low,0.02,759,False
2024-01-01,LK-DRY-XKI3O,63,0,5,0,58,32,2,2023-12-24,2023-12-31,26,8,0.448,0.008,6.0,6.13,3.51,-0.022,9.5,0.4,Low,0.02,1054,False
2024-01-01,LK-DRY-LQJID,44,0,13,0,31,0,0,2023-12-26,2023-12-26,31,6,1.0,0.008,6.0,5.1,2.6,0.176,6.1,0.4,Medium,0.02,701,False
2024-01-01,LK-DRY-HMBR5,59,48,8,0,99,0,0,2023-12-24,2024-01-01,3,8,0.03,0.014,9.43,8.23,4.63,0.145,12.0,0.2,Low,0.02,582,False
2024-01-01,LK-DRY-K9YE9,35,33,11,0,57,0,0,2023-12-25,2024-01-01,24,7,0.421,0.032,6.0,5.3,3.25,0.132,10.8,0.2,Low,0.02,212,False
2024-01-01,LK-DRY-7LOW4,145,0,12,0,133,0,0,2023-12-23,2023-12-31,19,9,0.143,0.01,6.57,10.73,4.85,-0.388,12.4,0.2,Low,0.02,860,False
2024-01-01,LK-DRY-R821U,45,26,11,0,60,13,2,2023-12-29,2024-01-01,8,3,0.133,0.01,11.86,8.87,4.9,0.337,6.8,0.4,Medium,0.02,289,False
2024-01-01,LK-DRY-1750C,85,0,9,0,76,46,3,2023-12-26,2023-12-31,30,6,0.395,0.008,11.0,8.5,4.43,0.294,8.9,0.4,Low,0.02,719,False
2024-01-01,LK-DRY-VGIUI,156,0,13,1,142,0,0,2023-12-26,2023-12-31,31,6,0.218,0.008,13.0,14.43,6.8,-0.099,9.8,0.4,Low,0.02,730,False
2024-01-01,LK-DRY-C7X0H,86,26,9,0,103,26,3,2023-12-30,2024-01-01,25,2,0.243,0.003,21.71,15.17,9.22,0.432,6.8,0.4,Medium,0.02,721,False
2024-01-01,LK-DRY-AT7O7,60,0,15,0,45,46,2,2023-12-27,2023-12-30,22,5,0.489,0.005,6.86,6.13,4.98,0.118,7.3,0.4,Medium,0.02,1045,False
2024-01-01,LK-DRY-G05KB,46,0,15,0,31,41,3,2023-12-27,2023-12-27,31,5,1.0,0.005,12.86,8.23,5.35,0.562,3.8,0.7,High,0.02,1046,False
2024-01-01,LK-DRY-JG02U,123,0,6,0,117,0,0,2023-12-24,2023-12-27,21,8,0.179,0.025,6.29,12.1,7.36,-0.481,9.7,0.4,Low,0.02,315,False
2024-01-01,LK-DRY-K0AXY,59,26,7,0,78,0,0,2023-12-26,2024-01-01,26,6,0.333,0.011,8.43,9.57,6.14,-0.119,8.2,0.4,Low,0.02,550,False
2024-01-01,LK-DRY-OTQTX,27,44,7,0,64,0,0,2023-12-25,2024-01-01,20,7,0.312,0.007,6.43,5.1,3.08,0.261,12.5,0.2,Low,0.02,1021,False
2024-01-01,LK-DRY-EHUDS,11,37,15,0,33,0,0,2024-01-01,2024-01-01,33,0,1.0,0.0,10.29,6.0,4.13,0.714,5.5,0.4,Medium,0.02,920,False
2024-01-01,LK-DRY-MC97C,61,0,4,0,57,0,0,2023-12-22,2023-12-31,6,10,0.105,0.018,5.57,5.9,3.88,-0.056,9.7,0.4,Low,0.02,556,False
2024-01-01,LK-DRY-T0IAA,50,19,11,0,58,0,0,2023-12-24,2024-01-01,1,8,0.017,0.007,8.71,7.37,4.71,0.183,7.9,0.4,Low,0.02,1068,False
2024-01-01,LK-DRY-HDBVZ,107,0,9,0,98,0,0,2023-12-24,2023-12-29,2,8,0.02,0.019,13.14,13.03,3.82,0.008,7.5,0.4,Low,0.02,411,False
2024-01-01,LK-DRY-59SOJ,0,63,21,0,42,21,2,2024-01-01,2024-01-01,21,0,0.5,0.0,26.14,24.43,8.35,0.07,1.7,0.9,Critical,0.02,606,False
2024-01-01,LK-DRY-4FQCO,90,0,15,0,75,17,2,2023-12-28,2023-12-31,7,4,0.093,0.004,16.14,15.6,6.79,0.035,4.8,0.7,High,0.02,1043,False
2024-01-01,LK-DRY-G10UR,170,0,24,0,146,32,3,2023-12-27,2023-12-30,18,5,0.123,0.012,30.14,28.37,5.78,0.063,5.1,0.4,Medium,0.02,420,False
2024-01-01,LK-BEV-SRD9Q,31,0,2,0,29,0,0,2023-12-17,2023-12-23,6,15,0.207,0.031,1.43,2.17,3.91,-0.341,13.4,0.2,Low,0.02,464,False
2024-01-01,LK-BEV-RXYJ3,4,0,4,0,0,0,0,,,0,0,0.0,0.0,2.86,1.87,3.93,0.531,0.0,1.0,Critical,0.02,508,False
2024-01-01,LK-BEV-O4IZA,16,0,5,0,11,0,0,2023-12-22,2023-12-22,11,10,1.0,0.054,2.71,1.73,2.43,0.566,6.3,0.4,Medium,0.02,176,False
2024-01-01,LK-BEV-P7G7S,24,0,5,0,19,0,0,2023-12-26,2023-12-26,19,6,1.0,0.013,1.86,1.33,2.62,0.393,14.2,0.05,Low,0.02,463,False
2024-01-01,LK-BEV-DNTCA,25,0,5,0,20,0,0,2023-11-21,2023-12-10,1,41,0.05,0.077,1.43,0.7,1.42,1.041,28.6,0.05,Low,0.02,493,False
2024-01-01,LK-BEV-XG4AH,35,0,0,0,35,0,0,2023-12-27,2023-12-28,7,5,0.2,0.013,1.0,2.87,4.51,-0.651,12.2,0.2,Low,0.02,371,False
2024-01-01,LK-BEV-4M18O,18,0,5,0,13,0,0,2023-12-13,2023-12-13,13,19,1.0,0.037,0.71,1.0,2.32,-0.286,13.0,0.2,Low,0.02,499,False
2024-01-01,LK-BEV-ZW0LD,17,0,3,0,14,0,0,2023-11-28,2023-12-22,1,34,0.071,0.077,0.57,0.57,1.12,0.008,24.7,0.05,Low,0.02,408,False
2024-01-01,LK-BEV-AO20U,25,0,2,0,23,0,0,2023-11-30,2023-12-19,7,32,0.304,0.121,0.29,0.93,2.06,-0.694,24.6,0.05,Low,0.02,233,False
2024-01-01,LK-BEV-WVHDK,33,0,1,0,32,0,0,2023-12-13,2023-12-30,13,19,0.406,0.036,1.0,1.17,1.34,-0.143,27.4,0.05,Low,0.02,516,False
2024-01-01,LK-BEV-W82LK,46,0,4,0,42,0,0,2023-12-14,2023-12-18,4,18,0.095,0.033,1.0,3.1,4.32,-0.677,13.5,0.2,Low,0.02,524,False
2024-01-01,LK-BEV-RWIXZ,10,12,0,0,22,0,0,2023-12-25,2024-01-01,10,7,0.455,0.018,2.29,1.6,3.26,0.429,13.8,0.2,Low,0.02,387,False
2024-01-01,LK-BEV-1XMXB,32,0,3,0,29,0,0,2023-12-15,2023-12-29,14,17,0.483,0.032,0.86,1.23,1.89,-0.305,23.5,0.05,Low,0.02,515,False
2024-01-01,LK-BEV-F9RK7,40,0,2,0,38,0,0,2023-12-04,2023-12-11,15,28,0.395,0.069,0.29,0.97,2.36,-0.704,39.3,0.05,Low,0.02,376,False
2024-01-01,LK-BEV-4XYF9,39,0,0,0,39,0,0,2023-12-19,2023-12-23,17,13,0.436,0.047,0.0,3.03,3.66,-1.0,12.9,0.2,Low,0.02,261,False
2024-01-01,LK-BEV-PAHKZ,29,0,4,0,25,0,0,2023-12-21,2023-12-26,3,11,0.12,0.026,2.29,2.8,5.88,-0.184,8.9,0.4,Low,0.02,419,False
2024-01-01,LK-BEV-4W3ZK,15,0,5,0,10,18,3,2023-12-25,2023-12-25,10,7,1.0,0.016,2.43,1.5,2.17,0.619,6.7,0.4,Medium,0.02,434,False
2024-01-01,LK-BEV-77GGK,28,0,0,0,28,0,0,2023-12-22,2023-12-28,6,10,0.214,0.021,3.43,2.8,3.94,0.224,10.0,0.4,Low,0.02,457,False
2024-01-01,LK-BEV-GU2HB,16,0,3,0,13,0,0,2023-12-27,2023-12-27,13,5,1.0,0.011,3.14,2.23,3.94,0.407,5.8,0.4,Medium,0.02,453,False
2024-01-01,LK-BEV-0XI5B,20,0,0,0,20,0,0,2023-12-30,2023-12-30,20,2,1.0,0.005,3.71,2.83,4.15,0.311,7.1,0.4,Medium,0.02,397,False
2024-01-01,LK-BEV-TVG9K,49,0,4,0,45,0,0,2023-12-26,2023-12-31,11,6,0.244,0.024,5.0,4.2,6.72,0.19,10.7,0.2,Low,0.02,248,False
2024-01-01,LK-BEV-JOQW5,20,0,0,0,20,0,0,2023-12-06,2023-12-17,1,26,0.05,0.115,0.29,1.23,1.86,-0.768,16.2,0.05,Low,0.02,201,False
2024-01-01,LK-BEV-RLKTE,33,0,4,0,29,0,0,2023-11-23,2023-12-14,6,39,0.207,0.098,0.86,0.57,1.05,0.513,51.2,0.05,Low,0.02,360,False
2024-01-01,LK-BEV-XJN6F,11,0,0,1,10,0,0,2023-12-09,2023-12-09,10,23,1.0,0.052,0.29,0.77,1.67,-0.627,13.0,0.2,Low,0.02,422,False
2024-01-01,LK-BEV-ECN0D,15,0,0,0,15,0,0,2023-12-02,2023-12-02,15,30,1.0,0.114,0.0,0.5,1.5,-1.0,30.0,0.05,Low,0.02,234,False
2024-01-01,LK-BEV-4DD1V,27,0,6,0,21,0,0,2023-12-19,2023-12-19,21,13,1.0,0.026,0.86,1.17,1.9,-0.265,18.0,0.05,Low,0.02,478,False
2024-01-01,LK-BEV-S0KB6,30,0,5,0,25,0,0,2023-12-13,2023-12-26,11,19,0.44,0.052,0.71,1.57,2.84,-0.544,16.0,0.05,Low,0.02,345,False
2024-01-01,LK-BEV-181AC,33,0,1,0,32,0,0,2023-12-26,2023-12-26,32,6,1.0,0.012,1.14,3.27,6.24,-0.65,9.8,0.4,Low,0.02,501,False
2024-01-01,LK-BEV-TOW4Y,34,0,3,0,31,0,0,2023-12-11,2023-12-26,8,21,0.258,0.062,0.71,1.5,2.32,-0.524,20.7,0.05,Low,0.02,317,False
2024-01-01,LK-BEV-8S2ZG,7,19,4,0,22,19,2,2023-12-22,2024-01-01,3,10,0.136,0.02,4.43,2.7,3.61,0.64,8.1,0.4,Low,0.02,491,False
2024-01-01,LK-BEV-F16YE,48,0,2,0,46,0,0,2023-12-14,2023-12-31,22,18,0.478,0.091,1.86,1.37,2.18,0.359,33.7,0.05,Low,0.02,180,False
2024-01-01,LK-BEV-3UEYB,23,0,1,0,22,0,0,2023-12-11,2023-12-18,6,21,0.273,0.057,0.43,1.2,1.74,-0.643,18.3,0.05,Low,0.02,347,False
2024-01-01,LK-BEV-0T2F7,27,0,2,0,25,0,0,2023-12-10,2023-12-30,6,22,0.24,0.073,0.57,1.13,1.94,-0.496,22.1,0.05,Low,0.02,279,False
2024-01-01,LK-BEV-6SZN9,28,0,4,0,24,0,0,2023-12-26,2023-12-26,24,6,1.0,0.024,1.14,1.57,4.65,-0.271,15.3,0.05,Low,0.02,240,False
2024-01-01,LK-BEV-LJCH2,32,0,2,0,30,0,0,2023-12-13,2023-12-25,14,19,0.467,0.066,0.29,1.0,1.51,-0.714,30.0,0.05,Low,0.02,267,False
2024-01-01,LK-BEV-3ZB4L,21,0,0,0,21,0,0,2023-12-12,2023-12-12,21,20,1.0,0.049,0.86,1.03,1.66,-0.171,20.3,0.05,Low,0.02,391,False
2024-01-01,LK-BEV-C2IHO,21,0,0,0,21,0,0,2023-11-26,2023-12-24,9,36,0.429,0.103,0.43,0.5,1.06,-0.143,42.0,0.05,Low,0.02,313,False
2024-01-01,LK-BEV-RNPM6,13,0,1,0,12,0,0,2023-12-26,2023-12-26,12,6,1.0,0.013,0.71,0.6,1.2,0.19,20.0,0.05,Low,0.02,455,False
2024-01-01,LK-BEV-W2292,12,0,0,0,12,0,0,2023-12-17,2023-12-17,12,15,1.0,0.031,1.86,1.47,3.3,0.266,8.2,0.4,Low,0.02,470,False
2024-01-01,LK-BEV-9DXJ3,46,0,1,0,45,0,0,2023-12-23,2023-12-28,21,9,0.467,0.025,0.14,3.1,6.09,-0.954,14.5,0.05,Low,0.02,354,False
2024-01-01,LK-BEV-TGBCV,27,0,0,0,27,0,0,2023-12-19,2023-12-27,6,13,0.222,0.038,0.57,2.2,3.23,-0.74,12.3,0.2,Low,0.02,332,False
2024-01-01,LK-BEV-8N7OD,10,0,2,0,8,0,0,2023-12-05,2023-12-05,8,27,1.0,0.075,1.86,1.0,1.97,0.857,8.0,0.4,Low,0.02,335,False
2024-01-01,LK-BEV-AZU41,24,0,3,0,21,0,0,2023-12-02,2023-12-23,4,30,0.19,0.137,1.43,0.87,2.16,0.648,24.2,0.05,Low,0.02,189,False
2024-01-01,LK-BEV-X5QJI,47,0,6,0,41,0,0,2023-12-11,2023-12-27,7,21,0.171,0.049,0.86,2.93,4.36,-0.708,14.0,0.2,Low,0.02,411,False
2024-01-01,LK-BEV-IQ2BA,36,0,1,0,35,0,0,2023-12-18,2023-12-27,14,14,0.4,0.04,0.71,2.3,3.48,-0.689,15.2,0.05,Low,0.02,339,False
2024-01-01,LK-BEV-FDHGZ,36,0,4,0,32,0,0,2023-12-13,2023-12-27,8,19,0.25,0.092,1.57,2.43,3.54,-0.354,13.2,0.2,Low,0.02,188,False
2024-01-01,LK-BEV-DHW9R,12,0,1,0,11,0,0,2023-12-06,2023-12-06,11,26,1.0,0.07,0.43,0.67,1.32,-0.357,16.5,0.05,Low,0.02,343,False
