Date,AvgTemperatureC,RainfallMM,Condition,HumidityPercent
2024-03-15,27.1,0.0,Sunny,75
2024-03-16,28.4,6.2,Rainy,86
2024-03-17,29.4,0.0,Sunny,77
2024-03-18,29.0,8.5,Rainy,88
2024-03-19,28.6,0.0,Sunny,74
2024-03-20,29.9,0.0,Partly Cloudy,76
2024-03-21,31.4,0.0,Sunny,75
2024-03-22,28.4,0.0,Partly Cloudy,85
2024-03-23,29.6,0.0,Partly Cloudy,81
2024-03-24,27.4,18.9,Rainy,86
2024-03-25,27.6,0.0,Partly Cloudy,74
2024-03-26,27.3,25.4,Rainy,80
2024-03-27,27.6,0.0,Partly Cloudy,82
2024-03-28,27.5,14.1,Rainy,89
2024-03-29,29.4,0.0,Partly Cloudy,79
2024-03-30,29.2,0.0,Sunny,70
2024-03-31,28.1,0.0,Sunny,80
2024-04-01,27.4,0.0,Sunny,81
2024-04-02,29.6,0.0,Partly Cloudy,81
2024-04-03,30.6,6.6,Partly Cloudy,81
2024-04-04,27.6,45.9,Rainy,92
2024-04-05,28.4,3.6,Cloudy,85
2024-04-06,27.2,160.8,Heavy Rain,93
2024-04-07,26.9,31.3,Rainy,90
2024-04-08,26.3,7.3,Rainy,95
2024-04-09,29.1,0.0,Partly Cloudy,82
2024-04-10,28.9,18.4,Rainy,95
2024-04-11,26.8,9.6,Rainy,96
2024-04-12,26.0,65.1,Heavy Rain,95
2024-04-13,26.0,11.7,Rainy,97
2024-04-14,26.0,10.8,Rainy,93
2024-04-15,28.9,0.0,Partly Cloudy,92
2024-04-16,29.4,9.4,Cloudy,87
2024-04-17,30.4,0.0,Sunny,79
2024-04-18,30.6,0.0,Partly Cloudy,88
2024-04-19,31.6,0.0,Sunny,70
2024-04-20,31.0,5.6,Partly Cloudy,83
2024-04-21,28.6,10.3,Rainy,94
2024-04-22,27.2,45.5,Rainy,88
2024-04-23,27.4,27.8,Rainy,98
2024-04-24,27.0,6.1,Rainy,91
2024-04-25,28.9,0.0,Sunny,83
2024-04-26,27.5,10.2,Rainy,93
2024-04-27,27.4,4.3,Rainy,95
2024-04-28,28.2,7.3,Rainy,87
2024-04-29,28.0,18.5,Rainy,93
2024-04-30,28.4,10.3,Rainy,93
2024-05-01,30.6,0.0,Sunny,80
2024-05-02,28.7,2.5,Cloudy,88
2024-05-03,27.4,18.3,Rainy,93
2024-05-04,27.1,21.1,Rainy,92
2024-05-05,27.6,6.6,Cloudy,91
2024-05-06,27.2,18.8,Rainy,97
2024-05-07,28.9,0.0,Cloudy,87
2024-05-08,27.0,3.8,Rainy,97
2024-05-09,25.0,55.0,Thunderstorm,98
2024-05-10,25.4,35.5,Rainy,94
2024-05-11,26.4,0.0,Cloudy,92
2024-05-12,27.9,0.0,Cloudy,92
2024-05-13,25.2,3.2,Rainy,91
2024-05-14,26.4,30.0,Rainy,93
2024-05-15,27.6,25.3,Rainy,98
2024-05-16,26.9,7.1,Cloudy,88
2024-05-17,27.3,21.8,Rainy,94
2024-05-18,28.6,0.0,Cloudy,86
2024-05-19,28.6,0.0,Partly Cloudy,80
2024-05-20,27.6,8.0,Cloudy,87
2024-05-21,25.6,25.7,Rainy,87
2024-05-22,27.4,0.0,Sunny,79
2024-05-23,28.4,0.0,Sunny,86
2024-05-24,25.7,24.0,Rainy,93
2024-05-25,25.7,7.4,Rainy,92
2024-05-26,26.2,13.3,Rainy,98
2024-05-27,25.0,3.9,Rainy,86
2024-05-28,25.8,28.6,Rainy,87
2024-05-29,25.6,28.7,Rainy,98
2024-05-30,26.9,0.0,Partly Cloudy,77
2024-05-31,27.4,0.0,Partly Cloudy,82
2024-06-01,28.1,0.0,Sunny,79
2024-06-02,27.9,5.1,Partly Cloudy,86
2024-06-03,27.0,21.5,Rainy,93
2024-06-04,26.4,7.5,Rainy,94
2024-06-05,27.2,11.9,Partly Cloudy,85
2024-06-06,27.7,7.9,Partly Cloudy,77
2024-06-07,27.9,0.0,Partly Cloudy,80
2024-06-08,26.5,17.2,Rainy,96
2024-06-09,27.9,0.0,Partly Cloudy,80
2024-06-10,29.4,0.0,Sunny,77
2024-06-11,29.2,0.0,Partly Cloudy,86
2024-06-12,26.8,23.1,Rainy,96
2024-06-13,25.3,27.9,Rainy,86
2024-06-14,26.6,0.0,Cloudy,86
2024-06-15,24.9,22.8,Rainy,91
2024-06-16,28.4,0.0,Sunny,77
2024-06-17,27.1,0.0,Partly Cloudy,81
2024-06-18,28.2,7.6,Cloudy,83
2024-06-19,26.4,17.2,Rainy,89
2024-06-20,27.3,12.3,Partly Cloudy,87
2024-06-21,26.6,9.1,Cloudy,87
2024-06-22,26.3,9.6,Rainy,95
2024-06-23,27.6,0.0,Partly Cloudy,89
2024-06-24,28.4,0.0,Sunny,81
2024-06-25,24.9,13.7,Rainy,88
2024-06-26,26.5,18.2,Rainy,95
2024-06-27,26.2,7.4,Partly Cloudy,81
2024-06-28,25.1,22.2,Rainy,85
2024-06-29,26.2,0.0,Partly Cloudy,92
2024-06-30,25.4,0.0,Partly Cloudy,83
2024-07-01,26.5,18.1,Rainy,86
2024-07-02,25.0,3.6,Rainy,98
2024-07-03,25.1,13.1,Rainy,95
2024-07-04,26.4,0.0,Partly Cloudy,84
2024-07-05,26.6,0.0,Cloudy,84
2024-07-06,27.4,0.0,Partly Cloudy,87
2024-07-07,26.7,5.9,Partly Cloudy,88
2024-07-08,26.7,2.2,Partly Cloudy,88
2024-07-09,27.7,11.6,Rainy,91
2024-07-10,26.2,18.9,Rainy,93
2024-07-11,25.1,10.4,Rainy,90
2024-07-12,27.9,0.0,Sunny,66
2024-07-13,27.4,8.9,Cloudy,85
2024-07-14,28.6,0.0,Partly Cloudy,79
2024-07-15,25.9,7.4,Rainy,85
2024-07-16,26.1,21.7,Rainy,93
2024-07-17,25.1,23.0,Rainy,92
2024-07-18,25.8,16.1,Rainy,93
2024-07-19,25.6,10.7,Rainy,87
2024-07-20,25.2,6.4,Cloudy,85
2024-07-21,25.4,0.0,Partly Cloudy,83
2024-07-22,25.8,0.0,Cloudy,88
2024-07-23,26.6,0.0,Partly Cloudy,79
2024-07-24,24.4,10.4,Rainy,94
2024-07-25,25.1,0.0,Partly Cloudy,85
2024-07-26,24.0,36.1,Rainy,92
2024-07-27,24.0,51.3,Heavy Rain,93
2024-07-28,24.6,23.2,Rainy,89
2024-07-29,24.2,28.4,Rainy,93
2024-07-30,26.6,0.0,Partly Cloudy,80
2024-07-31,26.4,8.8,Partly Cloudy,80
2024-08-01,25.0,30.6,Rainy,86
2024-08-02,26.9,0.0,Sunny,75
2024-08-03,27.2,0.0,Cloudy,81
2024-08-04,26.8,0.0,Partly Cloudy,76
2024-08-05,26.4,0.0,Partly Cloudy,85
2024-08-06,25.5,11.2,Rainy,93
2024-08-07,25.1,7.8,Rainy,91
2024-08-08,24.0,26.2,Rainy,95
2024-08-09,26.9,0.0,Partly Cloudy,82
2024-08-10,27.6,0.0,Sunny,75
2024-08-11,28.4,0.0,Partly Cloudy,81
2024-08-12,25.8,3.9,Rainy,92
2024-08-13,24.4,8.3,Cloudy,80
2024-08-14,25.9,0.0,Partly Cloudy,87
2024-08-15,27.6,0.0,Sunny,79
2024-08-16,27.4,0.0,Partly Cloudy,81
2024-08-17,27.2,0.0,Partly Cloudy,75
2024-08-18,27.3,6.2,Cloudy,81
2024-08-19,26.9,0.0,Cloudy,91
2024-08-20,26.9,0.0,Partly Cloudy,80
2024-08-21,27.2,0.0,Partly Cloudy,81
2024-08-22,26.9,0.0,Partly Cloudy,84
2024-08-23,26.8,0.0,Partly Cloudy,78
2024-08-24,25.1,0.0,Cloudy,92
2024-08-25,25.2,12.7,Rainy,88
2024-08-26,26.8,0.0,Sunny,81
2024-08-27,28.2,12.7,Partly Cloudy,83
2024-08-28,27.9,0.0,Cloudy,83
2024-08-29,27.4,0.0,Partly Cloudy,88
2024-08-30,25.4,0.0,Cloudy,85
2024-08-31,26.0,10.5,Cloudy,85
2024-09-01,27.7,11.5,Partly Cloudy,79
2024-09-02,24.8,12.7,Rainy,97
2024-09-03,26.8,0.0,Sunny,75
2024-09-04,25.3,19.5,Rainy,96
2024-09-05,26.6,0.0,Sunny,79
2024-09-06,28.6,0.0,Cloudy,81
2024-09-07,25.2,18.2,Rainy,90
2024-09-08,27.4,0.0,Partly Cloudy,81
2024-09-09,25.7,3.5,Rainy,98
2024-09-10,26.4,10.7,Rainy,91
2024-09-11,27.2,2.1,Partly Cloudy,88
2024-09-12,26.3,8.9,Rainy,89
2024-09-13,24.0,63.1,Thunderstorm,96
2024-09-14,25.4,0.0,Partly Cloudy,80
2024-09-15,27.2,0.0,Partly Cloudy,80
2024-09-16,28.9,0.0,Partly Cloudy,82
2024-09-17,28.1,0.0,Partly Cloudy,79
2024-09-18,27.3,9.7,Rainy,92
2024-09-19,27.1,0.0,Partly Cloudy,85
2024-09-20,27.9,0.0,Partly Cloudy,81
2024-09-21,27.4,0.0,Cloudy,85
2024-09-22,29.6,0.0,Sunny,76
2024-09-23,28.4,0.0,Partly Cloudy,82
2024-09-24,28.4,0.0,Partly Cloudy,88
2024-09-25,25.0,7.2,Rainy,95
2024-09-26,26.5,4.7,Partly Cloudy,86
2024-09-27,26.1,9.0,Rainy,87
2024-09-28,25.0,60.8,Heavy Rain,95
2024-09-29,26.9,0.0,Sunny,78
2024-09-30,25.6,0.0,Cloudy,85
2024-10-01,27.0,4.4,Cloudy,94
2024-10-02,25.5,28.5,Rainy,94
2024-10-03,25.0,19.9,Rainy,93
2024-10-04,26.1,24.1,Rainy,88
2024-10-05,25.7,9.4,Rainy,94
2024-10-06,27.9,0.0,Sunny,78
2024-10-07,27.8,0.0,Partly Cloudy,80
2024-10-08,25.9,23.9,Rainy,88
2024-10-09,25.2,36.4,Rainy,90
2024-10-10,25.0,26.2,Rainy,94
2024-10-11,25.0,56.3,Heavy Rain,98
2024-10-12,27.5,7.2,Partly Cloudy,81
2024-10-13,26.9,23.6,Rainy,98
2024-10-14,27.1,0.0,Partly Cloudy,81
2024-10-15,25.0,168.5,Heavy Rain,98
2024-10-16,25.4,28.5,Rainy,95
2024-10-17,26.1,20.8,Rainy,93
2024-10-18,26.5,8.5,Rainy,96
2024-10-19,25.0,26.1,Rainy,94
2024-10-20,28.6,0.0,Sunny,79
2024-10-21,27.9,0.0,Cloudy,86
2024-10-22,29.1,0.0,Partly Cloudy,83
2024-10-23,27.9,0.0,Partly Cloudy,83
2024-10-24,29.1,0.0,Partly Cloudy,87
2024-10-25,28.2,0.0,Cloudy,85
2024-10-26,28.6,0.0,Cloudy,89
2024-10-27,26.3,9.5,Cloudy,92
2024-10-28,25.5,32.7,Rainy,91
2024-10-29,26.3,36.9,Rainy,87
2024-10-30,26.8,3.4,Cloudy,88
2024-10-31,25.8,4.1,Rainy,87
2024-11-01,28.1,0.0,Sunny,86
2024-11-02,26.8,0.0,Partly Cloudy,78
2024-11-03,26.6,15.2,Rainy,89
2024-11-04,28.6,10.0,Partly Cloudy,91
2024-11-05,26.2,6.2,Cloudy,88
2024-11-06,24.9,13.7,Rainy,91
2024-11-07,26.1,0.0,Partly Cloudy,79
2024-11-08,26.7,6.3,Rainy,82
2024-11-09,25.2,4.2,Cloudy,86
2024-11-10,24.0,14.1,Rainy,93
2024-11-11,24.1,10.7,Rainy,89
2024-11-12,25.3,25.9,Rainy,85
2024-11-13,25.2,45.6,Rainy,96
2024-11-14,24.0,16.6,Rainy,97
2024-11-15,26.4,0.0,Partly Cloudy,85
2024-11-16,27.0,11.1,Partly Cloudy,89
2024-11-17,26.8,0.0,Partly Cloudy,86
2024-11-18,26.1,10.2,Rainy,97
2024-11-19,26.4,11.6,Cloudy,86
2024-11-20,26.9,0.0,Cloudy,86
2024-11-21,25.2,54.1,Heavy Rain,85
2024-11-22,25.1,8.9,Rainy,95
2024-11-23,27.1,0.0,Partly Cloudy,82
2024-11-24,27.1,0.0,Sunny,74
2024-11-25,26.9,0.0,Partly Cloudy,80
2024-11-26,28.2,0.0,Cloudy,84
2024-11-27,27.9,0.0,Cloudy,89
2024-11-28,26.6,5.0,Rainy,94
2024-11-29,26.8,13.7,Rainy,88
2024-11-30,24.6,88.4,Thunderstorm,98
2024-12-01,24.9,0.0,Partly Cloudy,83
2024-12-02,26.4,0.0,Cloudy,92
2024-12-03,26.8,0.0,Sunny,73
2024-12-04,28.9,6.4,Cloudy,81
2024-12-05,27.8,10.2,Cloudy,84
2024-12-06,26.6,0.0,Sunny,73
2024-12-07,25.6,19.2,Rainy,83
2024-12-08,25.6,13.1,Cloudy,88
2024-12-09,27.6,0.0,Partly Cloudy,80
2024-12-10,26.9,0.0,Sunny,72
2024-12-11,29.8,0.0,Partly Cloudy,75
2024-12-12,28.2,0.0,Partly Cloudy,84
2024-12-13,28.1,0.0,Partly Cloudy,81
2024-12-14,26.3,8.3,Rainy,78
2024-12-15,25.6,13.4,Cloudy,98
2024-12-16,27.4,0.0,Sunny,79
2024-12-17,28.1,0.0,Partly Cloudy,92
2024-12-18,25.2,15.6,Rainy,85
2024-12-19,26.1,0.0,Sunny,75
2024-12-20,28.1,0.0,Partly Cloudy,75
2024-12-21,25.6,8.4,Rainy,83
2024-12-22,25.9,3.3,Rainy,92
2024-12-23,27.1,2.8,Partly Cloudy,92
2024-12-24,24.9,5.0,Rainy,91
2024-12-25,24.0,13.0,Rainy,90
2024-12-26,25.8,0.0,Partly Cloudy,82
2024-12-27,24.4,7.2,Rainy,85
2024-12-28,24.0,8.3,Rainy,94
2024-12-29,24.6,9.6,Cloudy,83
2024-12-30,26.8,0.0,Sunny,84
2024-12-31,28.1,0.0,Partly Cloudy,90
