date,sku,UnitsSold,UnitPriceLKR,PromotionFlag,PromotionType,StockoutFlag,DemandExceededSupply,LostSalesQty
2025-01-01,LK-BEV-TVG9K,5,154.01,False,,0,0,0
2025-01-01,LK-BEV-JOQW5,6,259.15,False,,0,0,0
2025-01-01,LK-BEV-RLKTE,7,128.96,False,,0,0,0
2025-01-01,LK-BEV-XJN6F,7,199.98,False,,0,0,0
2025-01-01,LK-BEV-4DD1V,7,266.99,False,,0,0,0
2025-01-01,LK-BEV-S0KB6,9,654.4,False,,0,0,0
2025-01-01,LK-BEV-181AC,6,432.08,False,,0,0,0
2025-01-01,LK-BEV-TOW4Y,6,948.25,False,,0,0,0
2025-01-01,LK-BEV-8S2ZG,4,379.78,False,,0,0,0
2025-01-01,LK-BEV-3UEYB,3,280.02,False,,0,0,0
2025-01-01,LK-BEV-0T2F7,14,167.6,False,,0,0,0
2025-01-01,LK-BEV-6SZN9,5,271.27,False,,0,0,0
2025-01-01,LK-BEV-LJCH2,7,347.53,False,,0,0,0
2025-01-01,LK-BEV-3ZB4L,3,320.19,False,,0,0,0
2025-01-01,LK-BEV-C2IHO,12,264.63,False,,0,0,0
2025-01-01,LK-BEV-W2292,6,175.51,False,,0,0,0
2025-01-01,LK-BEV-9DXJ3,12,185.58,False,,0,0,0
2025-01-01,LK-BEV-TGBCV,6,225.5,False,,0,0,0
2025-01-01,LK-BEV-8N7OD,4,477.19,False,,0,0,0
2025-01-01,LK-BEV-AZU41,8,256.46,False,,0,0,0
2025-01-01,LK-BEV-X5QJI,4,437.79,False,,0,0,0
2025-01-01,LK-BEV-IQ2BA,2,673.55,False,,0,0,0
2025-01-01,LK-BEV-FDHGZ,2,550.87,False,,0,0,0
2025-01-01,LK-BEV-DHW9R,4,349.01,False,,0,0,0
2025-01-01,LK-BEV-UT4S7,4,567.46,False,,0,0,0
2025-01-01,LK-BEV-NRVBJ,3,162.3,False,,0,0,0
2025-01-01,LK-BEV-9IK01,6,422.8,False,,0,0,0
2025-01-01,LK-BEV-J2K8X,3,244.6,False,,0,0,0
2025-01-01,LK-BEV-RMJLJ,3,282.52,False,,0,0,0
2025-01-01,LK-BEV-2LJK4,4,747.81,False,,0,0,0
2025-01-01,LK-BEV-969F5,3,538.47,True,Near-Expiry,0,0,0
2025-01-01,LK-BEV-WO8NB,6,813.45,False,,0,0,0
2025-01-01,LK-DAI-JTB9X,15,2041.43,False,,0,0,0
2025-01-01,LK-DAI-ZP6SW,9,642.54,False,,0,0,0
2025-01-01,LK-DAI-IADDU,15,514.37,False,,0,0,0
2025-01-01,LK-DAI-PE46A,8,479.15,False,,0,0,0
2025-01-01,LK-DAI-5GE09,7,726.84,False,,0,0,0
2025-01-01,LK-DAI-JLZY1,13,146.42,False,,0,0,0
2025-01-01,LK-DAI-XF445,4,520.07,False,,0,0,0
2025-01-01,LK-DAI-ERXDO,5,430.6,False,,1,0,0
2025-01-01,LK-DAI-ZNQDX,10,617.64,False,,0,0,0
2025-01-01,LK-DAI-ZDO74,18,122.15,False,,0,0,0
2025-01-01,LK-DAI-WKMY9,14,137.39,False,,0,0,0
2025-01-01,LK-DAI-NBCJ2,8,593.49,False,,0,0,0
2025-01-01,LK-DAI-YBNO2,12,617.51,False,,0,0,0
2025-01-01,LK-DAI-C80EB,13,505.19,False,,0,0,0
2025-01-01,LK-DAI-2TCZS,14,91.52,False,,0,0,0
2025-01-01,LK-DAI-939AY,7,465.6,False,,0,0,0
2025-01-01,LK-DAI-GS8G8,7,519.98,False,,0,0,0
2025-01-01,LK-DAI-GJC36,12,126.53,False,,0,0,0
2025-01-01,LK-DAI-VK7N3,6,477.87,False,,0,0,0
2025-01-01,LK-DAI-VT8K0,12,147.82,False,,0,0,0
2025-01-01,LK-DAI-TKCD0,10,151.44,False,,0,0,0
2025-01-01,LK-DAI-AIH0P,5,585.69,False,,0,0,0
2025-01-01,LK-DAI-064W3,4,223.88,False,,0,0,0
2025-01-01,LK-DAI-AI89Y,6,1154.59,False,,0,0,0
2025-01-01,LK-DAI-QQB9L,12,487.78,False,,0,0,0
2025-01-01,LK-DAI-25A5P,23,973.96,False,,0,0,0
2025-01-01,LK-DAI-F4ABU,22,1137.93,False,,0,0,0
2025-01-01,LK-DAI-Q95G3,11,609.29,False,,0,0,0
2025-01-01,LK-DAI-PFDRW,44,190.85,True,Near-Expiry,0,0,0
2025-01-01,LK-DAI-2NV01,12,439.58,False,,1,1,14
2025-01-01,LK-DAI-YLNFX,6,258.5,False,,0,0,0
2025-01-01,LK-DAI-1OE5E,5,541.91,False,,0,0,0
2025-01-01,LK-DAI-DJNV0,16,370.17,False,,0,0,0
2025-01-01,LK-DAI-YMX9D,12,577.34,False,,0,0,0
2025-01-01,LK-DAI-7UJOD,13,105.24,False,,0,0,0
2025-01-01,LK-DAI-5RJN2,13,434.01,False,,0,0,0
2025-01-01,LK-DAI-J8Y6R,10,112.44,False,,0,0,0
2025-01-01,LK-DAI-WR965,15,506.17,False,,0,0,0
2025-01-01,LK-BAK-KGEUI,6,419.95,False,,0,0,0
2025-01-01,LK-BAK-OYC3R,7,129.68,False,,0,0,0
2025-01-01,LK-BAK-1QCWQ,3,339.33,False,,0,0,0
2025-01-01,LK-BAK-D7OI0,7,343.58,False,,0,0,0
2025-01-01,LK-BAK-Q05PX,5,195.21,False,,0,0,0
2025-01-01,LK-BAK-K12V2,2,302.1,False,,0,0,0
2025-01-01,LK-BAK-3E1I1,2,133.14,False,,0,0,0
2025-01-01,LK-BAK-KMBY9,4,523.69,False,,0,0,0
2025-01-01,LK-BAK-W79WC,2,170.87,False,,0,0,0
2025-01-01,LK-BAK-PKZGG,3,331.75,False,,0,0,0
2025-01-01,LK-BAK-DGBXN,3,230.61,False,,0,0,0
2025-01-01,LK-BAK-2CWT0,6,99.51,True,Discount,0,0,0
2025-01-01,LK-BAK-ZPD2T,5,598.76,False,,0,0,0
2025-01-01,LK-BAK-NT0MQ,2,103.56,False,,0,0,0
2025-01-01,LK-BAK-CC1M3,4,88.97,False,,0,0,0
2025-01-01,LK-BAK-UDP2F,7,237.37,False,,0,0,0
2025-01-01,LK-BAK-SIJPY,7,127.21,False,,0,0,0
2025-01-01,LK-BAK-YF0D0,6,408.3,False,,0,0,0
2025-01-01,LK-BAK-YN6SJ,5,158.31,False,,0,0,0
2025-01-01,LK-BAK-9DL5T,2,339.42,False,,0,0,0
2025-01-01,LK-BAK-EXUYH,2,167.9,False,,0,0,0
2025-01-01,LK-BAK-K03W0,3,159.86,False,,0,0,0
2025-01-01,LK-INS-P1V3Z,5,83.55,False,,0,0,0
2025-01-01,LK-INS-GP51K,3,72.68,False,,0,0,0
2025-01-01,LK-INS-665DL,4,104.44,False,,0,0,0
2025-01-01,LK-INS-VYV2G,4,98.34,False,,0,0,0
2025-01-01,LK-INS-SZWD0,7,84.06,False,,0,0,0
2025-01-01,LK-INS-IKGEQ,3,81.32,True,Bundle,0,0,0
2025-01-01,LK-INS-ELOU8,2,253.0,False,,0,0,0
2025-01-01,LK-INS-YTAUL,4,87.67,False,,0,0,0
2025-01-01,LK-INS-Q8HKE,2,184.1,False,,0,0,0
2025-01-01,LK-INS-9HBN5,2,73.79,False,,0,0,0
2025-01-01,LK-INS-T1YJF,7,93.94,False,,0,0,0
2025-01-01,LK-INS-BB6BN,5,91.01,False,,0,0,0
2025-01-01,LK-INS-37QQY,3,328.64,False,,0,0,0
2025-01-01,LK-INS-KMUSO,1,339.36,False,,0,0,0
2025-01-01,LK-INS-WS44C,3,679.09,False,,0,0,0
2025-01-01,LK-INS-IPAR0,7,391.07,False,,0,0,0
2025-01-01,LK-INS-SSVIW,4,89.91,False,,0,0,0
2025-01-01,LK-INS-V60XN,2,110.97,False,,0,0,0
2025-01-01,LK-INS-0MX1E,5,90.31,False,,0,0,0
2025-01-01,LK-INS-8YB7W,7,80.58,False,,0,0,0
2025-01-01,LK-INS-ACOSY,2,65.96,False,,0,0,0
2025-01-01,LK-INS-2GDGK,3,96.78,False,,0,0,0
2025-01-01,LK-INS-OXDTP,6,185.44,False,,0,0,0
2025-01-01,LK-INS-4M41K,5,378.28,False,,0,0,0
2025-01-01,LK-INS-RA6WI,4,107.3,False,,0,0,0
2025-01-01,LK-INS-OEYTL,4,99.25,True,Discount,0,0,0
2025-01-01,LK-INS-NF5CA,12,85.59,True,Bundle,0,0,0
2025-01-01,LK-SNK-HJW6Q,2,503.05,False,,0,0,0
2025-01-01,LK-SNK-QIUA0,1,187.1,False,,0,0,0
2025-01-01,LK-SNK-5DNWN,1,177.37,False,,0,0,0
2025-01-01,LK-SNK-X2RXT,1,178.63,False,,0,0,0
2025-01-01,LK-SNK-K38P6,2,202.26,True,Bundle,0,0,0
2025-01-01,LK-SNK-UZ1EG,2,130.28,False,,0,0,0
2025-01-01,LK-SNK-UFQYM,1,431.27,False,,0,0,0
2025-01-01,LK-SNK-2JZNT,1,554.44,False,,0,0,0
2025-01-01,LK-SNK-GK6T9,2,406.4,False,,0,0,0
2025-01-01,LK-SNK-AGVLK,1,176.19,False,,0,0,0
2025-01-01,LK-SNK-1GAZ5,1,119.99,False,,0,0,0
2025-01-01,LK-SNK-USEXU,1,148.28,False,,0,0,0
2025-01-01,LK-TEA-PXAHK,30,432.6,True,Bundle,0,0,0
2025-01-01,LK-TEA-DNON4,13,489.91,False,,0,0,0
2025-01-01,LK-TEA-EZP7Q,11,260.4,False,,0,0,0
2025-01-01,LK-TEA-IQIUX,7,453.77,False,,0,0,0
2025-01-01,LK-TEA-8V0BJ,15,339.15,False,,0,0,0
2025-01-01,LK-TEA-L9R9K,9,320.04,False,,0,0,0
2025-01-01,LK-TEA-JZP97,26,373.48,False,,0,0,0
2025-01-01,LK-TEA-1G7IR,18,1364.7,True,Discount,0,0,0
2025-01-01,LK-TEA-8X8L0,10,350.05,False,,0,0,0
2025-01-01,LK-TEA-NOX8F,14,752.84,False,,0,0,0
2025-01-01,LK-TEA-WDS9Y,14,328.49,False,,0,0,0
2025-01-01,LK-TEA-CBDPD,8,3120.26,False,,0,0,0
2025-01-01,LK-TEA-1Q3M7,12,197.17,False,,0,0,0
2025-01-01,LK-TEA-0K3WY,8,1034.19,True,Discount,0,0,0
2025-01-01,LK-TEA-D1FPE,7,171.35,False,,0,0,0
2025-01-01,LK-TEA-0VTKR,11,320.37,False,,0,0,0
2025-01-01,LK-TEA-QPF0Q,5,423.87,False,,0,0,0
2025-01-01,LK-TEA-K0YEH,10,441.62,False,,0,0,0
2025-01-01,LK-HOU-PWEIJ,7,461.23,False,,0,0,0
2025-01-01,LK-HOU-BDW56,2,407.8,False,,0,0,0
2025-01-01,LK-HOU-DN1MX,4,1394.88,False,,0,0,0
2025-01-01,LK-HOU-MO1PO,8,510.13,False,,0,0,0
2025-01-01,LK-HOU-X5WWP,5,726.99,True,Discount,0,0,0
2025-01-01,LK-HOU-FB2VI,8,613.61,False,,0,0,0
2025-01-01,LK-HOU-Z7X4I,5,306.38,True,Discount,0,0,0
2025-01-01,LK-HOU-5RQNS,2,895.42,False,,0,0,0
2025-01-01,LK-HOU-Q5L2X,9,520.86,False,,0,0,0
2025-01-01,LK-HOU-T18S1,7,569.79,False,,0,0,0
2025-01-01,LK-HOU-PO4LJ,7,381.11,False,,0,0,0
2025-01-01,LK-HOU-F6J76,6,768.66,False,,0,0,0
2025-01-01,LK-HOU-TVD1X,5,269.67,False,,0,0,0
2025-01-01,LK-HOU-XGC7J,4,202.13,False,,0,0,0
2025-01-01,LK-HOU-V8LYM,8,503.93,False,,0,0,0
2025-01-01,LK-HOU-Z1T2X,2,681.84,False,,0,0,0
2025-01-01,LK-HOU-YZG3W,3,293.28,False,,0,0,0
2025-01-01,LK-HOU-VGV0E,5,391.36,False,,0,0,0
2025-01-01,LK-HOU-ESRSB,4,989.37,False,,0,0,0
2025-01-01,LK-HOU-CWBPA,5,422.88,False,,0,0,0
2025-01-01,LK-HOU-7N6Y2,8,822.42,False,,0,0,0
2025-01-01,LK-HOU-N25WM,8,833.68,False,,0,0,0
2025-01-01,LK-HOU-EBEVS,4,325.68,False,,0,0,0
2025-01-01,LK-HOU-QHR13,3,143.22,False,,0,0,0
2025-01-01,LK-HOU-5ZMTG,10,605.46,False,,0,0,0
2025-01-01,LK-HOU-5CF72,3,542.26,False,,0,0,0
2025-01-01,LK-HOU-5HCQX,2,390.87,False,,0,0,0
2025-01-01,LK-PER-HZ43X,1,864.91,False,,0,0,0
2025-01-01,LK-PER-XAHHX,3,747.92,False,,0,0,0
2025-01-01,LK-PER-SRYZX,1,358.44,False,,0,0,0
2025-01-01,LK-PER-2BH2N,16,322.15,False,,0,0,0
2025-01-01,LK-PER-A5O47,2,320.89,False,,0,0,0
2025-01-01,LK-BAB-VDA4L,3,413.5,False,,0,0,0
2025-01-01,LK-BAB-ZTDL2,1,455.68,False,,0,0,0
2025-01-01,LK-BAB-Y7ERY,2,694.59,False,,0,0,0
2025-01-01,LK-BAB-3BQWR,2,2307.41,False,,0,0,0
2025-01-01,LK-BAB-DKEPL,12,2449.31,False,,1,1,7
2025-01-01,LK-BAB-DDAFS,16,408.49,False,,0,0,0
2025-01-01,LK-FRZ-0EV6X,2,709.75,False,,0,0,0
2025-01-01,LK-FRZ-96QZ6,7,1170.77,False,,0,0,0
2025-01-01,LK-FRZ-GBIBF,1,1361.17,False,,0,0,0
2025-01-01,LK-FRZ-0E1AD,3,362.61,False,,0,0,0
2025-01-01,LK-FRZ-1MRR9,1,579.02,False,,0,0,0
2025-01-01,LK-FRZ-DNH4N,7,454.8,False,,1,1,27
2025-01-01,LK-FRZ-NA8NZ,2,1666.2,False,,0,0,0
2025-01-02,LK-RIC-XAJI0,11,278.42,False,,0,0,0
2025-01-02,LK-RIC-ZMF8M,6,1291.74,False,,0,0,0
2025-01-02,LK-RIC-ZBIKC,5,227.09,False,,0,0,0
2025-01-02,LK-RIC-6OH9S,12,255.97,False,,0,0,0
2025-01-02,LK-RIC-MKFAZ,4,214.85,False,,0,0,0
2025-01-02,LK-RIC-C58DR,9,341.25,False,,0,0,0
2025-01-02,LK-RIC-EIMVI,7,279.39,False,,0,0,0
2025-01-02,LK-RIC-3GDPP,10,898.89,False,,0,0,0
2025-01-02,LK-RIC-B9487,12,242.72,False,,0,0,0
2025-01-02,LK-RIC-RGHC0,17,190.47,False,,0,0,0
2025-01-02,LK-RIC-BCXUL,12,238.58,False,,0,0,0
2025-01-02,LK-RIC-5NF4Z,9,352.75,False,,0,0,0
2025-01-02,LK-RIC-R64DP,14,1421.97,False,,0,0,0
2025-01-02,LK-RIC-3J2D5,8,1409.12,False,,0,0,0
2025-01-02,LK-RIC-7E8G8,17,361.6,False,,0,0,0
2025-01-02,LK-RIC-0HP87,10,1465.06,False,,0,0,0
2025-01-02,LK-RIC-KPUXQ,6,500.56,False,,0,0,0
2025-01-02,LK-RIC-4COWG,11,221.41,False,,1,1,5
2025-01-02,LK-RIC-TUL1P,16,332.63,False,,0,0,0
2025-01-02,LK-RIC-6CFNF,19,228.13,False,,0,0,0
2025-01-02,LK-RIC-0TVHH,10,209.42,False,,0,0,0
2025-01-02,LK-RIC-JLQM5,5,229.52,False,,0,0,0
2025-01-02,LK-RIC-4VE92,22,329.64,False,,0,0,0
2025-01-02,LK-RIC-3TRP0,22,303.98,False,,0,0,0
2025-01-02,LK-RIC-ZJA8D,12,1128.08,False,,0,0,0
2025-01-02,LK-RIC-LZJJE,6,319.54,False,,0,0,0
2025-01-02,LK-RIC-ZEBBK,5,1158.39,False,,1,1,4
2025-01-02,LK-RIC-FUK9E,11,238.12,False,,0,0,0
2025-01-02,LK-RIC-HXFGC,10,317.31,False,,0,0,0
2025-01-02,LK-RIC-EIFJF,7,317.28,False,,0,0,0
2025-01-02,LK-RIC-VAIY4,6,350.71,False,,0,0,0
2025-01-02,LK-RIC-LYK83,7,333.32,False,,0,0,0
2025-01-02,LK-RIC-PBJEK,13,247.92,True,Discount,0,0,0
2025-01-02,LK-RIC-49ITN,8,319.55,False,,0,0,0
2025-01-02,LK-RIC-1N759,3,249.77,False,,0,0,0
2025-01-02,LK-RIC-SQ0OX,5,337.32,False,,0,0,0
2025-01-02,LK-RIC-0PDW5,9,1172.29,False,,0,0,0
2025-01-02,LK-RIC-I6FQJ,13,370.47,False,,0,0,0
2025-01-02,LK-RIC-IUU9K,6,1381.86,False,,0,0,0
2025-01-02,LK-RIC-BNE6L,15,333.78,False,,0,0,0
2025-01-02,LK-RIC-0982N,12,1182.39,False,,0,0,0
2025-01-02,LK-RIC-XWQZX,9,683.68,False,,0,0,0
2025-01-02,LK-DRY-4W7KY,8,330.21,False,,0,0,0
2025-01-02,LK-DRY-92H3T,12,428.54,False,,0,0,0
2025-01-02,LK-DRY-AJEPE,11,226.32,False,,0,0,0
2025-01-02,LK-DRY-PDZP6,16,360.64,False,,0,0,0
2025-01-02,LK-DRY-X1ZHQ,12,253.75,False,,0,0,0
2025-01-02,LK-DRY-NEC8U,5,98.87,False,,0,0,0
2025-01-02,LK-DRY-U3493,9,178.06,False,,0,0,0
2025-01-02,LK-DRY-TNQFL,5,240.75,False,,0,0,0
2025-01-02,LK-DRY-DYVSL,10,87.02,False,,0,0,0
2025-01-02,LK-DRY-43C5B,12,187.82,False,,0,0,0
2025-01-02,LK-DRY-SOLML,8,151.87,False,,0,0,0
2025-01-02,LK-DRY-G1R11,12,64.89,False,,0,0,0
2025-01-02,LK-DRY-3C54W,10,102.75,False,,0,0,0
2025-01-02,LK-DRY-XBZ9S,7,80.39,True,Discount,0,0,0
2025-01-02,LK-DRY-5MUFM,7,142.83,False,,0,0,0
2025-01-02,LK-DRY-GH8RI,3,177.4,False,,0,0,0
2025-01-02,LK-DRY-POYIP,4,149.04,False,,0,0,0
2025-01-02,LK-DRY-EJX5T,6,165.14,False,,0,0,0
2025-01-02,LK-DRY-NB74X,15,62.96,False,,0,0,0
2025-01-02,LK-DRY-P2QD6,19,776.75,True,BOGOF,0,0,0
2025-01-02,LK-DRY-2SA5B,13,421.03,False,,0,0,0
2025-01-02,LK-DRY-9RGEZ,21,317.34,False,,0,0,0
2025-01-02,LK-DRY-LEN60,11,988.76,False,,0,0,0
2025-01-02,LK-DRY-VPYMB,4,1039.89,False,,0,0,0
2025-01-02,LK-DRY-8BFQN,22,330.7,False,,0,0,0
2025-01-02,LK-DRY-HWY9H,23,384.29,False,,1,1,1
2025-01-02,LK-DRY-2ATN2,12,240.58,False,,0,0,0
2025-01-02,LK-DRY-52XG8,26,418.42,True,Discount,0,0,0
2025-01-02,LK-DRY-KTSG7,6,176.91,False,,0,0,0
2025-01-02,LK-DRY-XKI3O,10,252.62,False,,0,0,0
2025-01-02,LK-DRY-LQJID,6,214.7,False,,0,0,0
2025-01-02,LK-DRY-HMBR5,10,375.95,False,,0,0,0
2025-01-02,LK-DRY-K9YE9,14,143.26,False,,0,0,0
2025-01-02,LK-DRY-7LOW4,12,265.65,False,,0,0,0
2025-01-02,LK-DRY-R821U,6,67.08,False,,0,0,0
2025-01-02,LK-DRY-1750C,16,102.03,False,,0,0,0
2025-01-02,LK-DRY-VGIUI,10,97.63,False,,0,0,0
2025-01-02,LK-DRY-C7X0H,11,181.96,False,,0,0,0
2025-01-02,LK-DRY-AT7O7,7,50.81,False,,0,0,0
2025-01-02,LK-DRY-G05KB,12,156.72,False,,0,0,0
2025-01-02,LK-DRY-JG02U,8,142.53,False,,0,0,0
2025-01-02,LK-DRY-K0AXY,12,142.36,False,,0,0,0
2025-01-02,LK-DRY-OTQTX,8,174.38,False,,0,0,0
2025-01-02,LK-DRY-EHUDS,6,146.77,False,,0,0,0
2025-01-02,LK-DRY-MC97C,13,206.37,False,,0,0,0
2025-01-02,LK-DRY-T0IAA,13,132.4,False,,0,0,0
2025-01-02,LK-DRY-HDBVZ,21,687.41,False,,0,0,0
2025-01-02,LK-DRY-59SOJ,20,1031.83,False,,0,0,0
2025-01-02,LK-DRY-4FQCO,8,367.32,False,,0,0,0
