Date,AvgTemperatureC,RainfallMM,Condition,HumidityPercent
2025-05-01,28.6,14.8,Rainy,96
2025-05-02,26.4,17.2,Rainy,94
2025-05-03,26.4,3.0,Cloudy,88
2025-05-04,26.6,0.0,Cloudy,92
2025-05-05,26.0,4.1,Rainy,95
2025-05-06,27.6,0.0,Cloudy,88
2025-05-07,29.0,8.8,Partly Cloudy,80
2025-05-08,27.2,9.8,Rainy,82
2025-05-09,27.5,10.1,Rainy,92
2025-05-10,26.5,16.3,Rainy,92
2025-05-11,27.3,1.9,Cloudy,89
2025-05-12,28.1,0.0,Partly Cloudy,82
2025-05-13,29.4,0.0,Sunny,79
2025-05-14,27.0,22.8,Rainy,93
2025-05-15,26.2,24.8,Rainy,94
2025-05-16,25.2,19.7,Rainy,92
2025-05-17,26.0,11.1,Cloudy,86
2025-05-18,26.3,9.0,Rainy,90
2025-05-19,27.4,0.0,Partly Cloudy,84
2025-05-20,28.6,9.2,Partly Cloudy,85
2025-05-21,26.1,14.2,Rainy,98
2025-05-22,25.0,54.7,Thunderstorm,92
2025-05-23,25.3,59.9,Heavy Rain,93
2025-05-24,26.1,11.5,Rainy,94
2025-05-25,28.4,0.0,Partly Cloudy,78
2025-05-26,27.1,13.4,Cloudy,90
2025-05-27,26.3,3.3,Rainy,94
2025-05-28,27.6,7.0,Cloudy,90
2025-05-29,28.1,12.6,Rainy,96
2025-05-30,25.9,52.4,Heavy Rain,98
2025-05-31,27.8,0.0,Partly Cloudy,87
2025-06-01,27.4,0.0,Partly Cloudy,86
2025-06-02,25.3,9.6,Cloudy,86
2025-06-03,24.6,10.5,Rainy,94
2025-06-04,24.9,8.3,Rainy,98
2025-06-05,26.8,10.9,Partly Cloudy,83
2025-06-06,25.2,13.0,Rainy,98
2025-06-07,24.8,3.1,Rainy,92
2025-06-08,25.3,26.2,Rainy,94
2025-06-09,26.4,0.0,Partly Cloudy,83
2025-06-10,26.8,0.0,Partly Cloudy,84
2025-06-11,25.6,6.9,Rainy,94
2025-06-12,24.8,24.0,Rainy,89
2025-06-13,25.2,5.3,Partly Cloudy,83
2025-06-14,24.0,35.4,Rainy,93
2025-06-15,24.2,8.5,Rainy,94
2025-06-16,24.0,8.9,Rainy,85
2025-06-17,26.8,0.0,Sunny,78
2025-06-18,26.8,0.0,Cloudy,82
2025-06-19,27.4,0.0,Partly Cloudy,81
2025-06-20,24.8,18.5,Rainy,96
2025-06-21,25.6,9.4,Rainy,88
2025-06-22,25.4,25.0,Rainy,88
2025-06-23,26.6,21.6,Rainy,91
2025-06-24,27.7,2.7,Cloudy,81
2025-06-25,27.4,0.0,Partly Cloudy,83
2025-06-26,28.1,0.0,Partly Cloudy,86
2025-06-27,27.0,7.1,Rainy,89
2025-06-28,25.8,17.5,Rainy,96
2025-06-29,26.6,0.0,Cloudy,92
2025-06-30,28.6,0.0,Partly Cloudy,92
2025-07-01,24.9,21.6,Rainy,88
2025-07-02,24.4,21.2,Rainy,96
2025-07-03,24.1,33.0,Rainy,87
2025-07-04,24.6,2.4,Rainy,89
2025-07-05,26.6,0.0,Partly Cloudy,77
2025-07-06,27.8,0.0,Partly Cloudy,77
2025-07-07,24.9,120.5,Thunderstorm,95
2025-07-08,24.2,22.5,Rainy,90
2025-07-09,25.6,0.0,Cloudy,86
2025-07-10,25.9,0.0,Partly Cloudy,84
2025-07-11,27.0,13.7,Cloudy,87
2025-07-12,25.9,0.0,Cloudy,90
2025-07-13,27.6,0.0,Partly Cloudy,83
2025-07-14,27.6,0.0,Partly Cloudy,85
2025-07-15,28.5,14.6,Partly Cloudy,81
2025-07-16,26.4,24.6,Rainy,87
2025-07-17,25.2,31.0,Rainy,96
2025-07-18,27.1,0.0,Sunny,80
2025-07-19,27.2,0.0,Sunny,69
2025-07-20,27.6,0.0,Sunny,84
2025-07-21,26.6,0.0,Cloudy,83
2025-07-22,27.6,0.0,Partly Cloudy,73
2025-07-23,27.9,0.0,Cloudy,81
2025-07-24,27.1,4.8,Cloudy,82
2025-07-25,26.4,14.4,Rainy,87
2025-07-26,26.9,0.0,Partly Cloudy,87
2025-07-27,27.2,0.0,Cloudy,92
2025-07-28,27.2,0.0,Sunny,79
2025-07-29,28.1,0.0,Partly Cloudy,81
2025-07-30,26.2,29.8,Rainy,87
2025-07-31,28.4,0.0,Partly Cloudy,79
2025-08-01,25.3,18.3,Rainy,94
2025-08-02,24.5,24.4,Rainy,85
2025-08-03,24.2,19.8,Rainy,96
2025-08-04,25.8,0.0,Partly Cloudy,76
2025-08-05,26.9,0.0,Partly Cloudy,89
2025-08-06,25.8,33.4,Rainy,85
2025-08-07,27.1,0.0,Partly Cloudy,80
2025-08-08,28.1,0.0,Cloudy,84
2025-08-09,27.2,0.0,Partly Cloudy,83
2025-08-10,27.1,0.0,Partly Cloudy,81
2025-08-11,26.2,0.0,Partly Cloudy,83
2025-08-12,25.8,0.0,Partly Cloudy,75
2025-08-13,25.1,0.0,Partly Cloudy,79
2025-08-14,25.3,17.2,Rainy,90
2025-08-15,24.9,39.9,Rainy,85
2025-08-16,24.6,10.0,Rainy,85
2025-08-17,25.4,0.0,Cloudy,82
2025-08-18,28.8,0.0,Sunny,77
2025-08-19,29.1,0.0,Partly Cloudy,79
2025-08-20,28.1,0.0,Sunny,80
2025-08-21,27.2,11.8,Partly Cloudy,78
2025-08-22,26.5,18.7,Rainy,84
2025-08-23,28.6,0.0,Cloudy,83
2025-08-24,28.7,11.5,Partly Cloudy,82
2025-08-25,27.4,0.0,Sunny,79
2025-08-26,27.9,0.0,Sunny,85
2025-08-27,27.1,0.0,Partly Cloudy,89
2025-08-28,26.1,0.0,Cloudy,84
2025-08-29,25.7,8.2,Rainy,84
2025-08-30,24.6,17.5,Rainy,91
2025-08-31,24.0,37.8,Rainy,91
2025-09-01,25.1,36.7,Rainy,92
2025-09-02,25.4,25.5,Rainy,98
2025-09-03,26.6,0.0,Partly Cloudy,77
2025-09-04,25.9,14.0,Rainy,88
2025-09-05,28.4,0.0,Partly Cloudy,78
2025-09-06,25.9,9.0,Rainy,89
2025-09-07,26.6,0.0,Sunny,77
2025-09-08,24.0,29.9,Rainy,98
2025-09-09,24.3,48.5,Rainy,86
2025-09-10,26.9,14.4,Partly Cloudy,87
2025-09-11,26.4,0.0,Partly Cloudy,83
2025-09-12,26.1,11.7,Cloudy,85
2025-09-13,24.9,4.5,Rainy,88
2025-09-14,24.3,37.9,Rainy,95
2025-09-15,24.2,11.9,Cloudy,84
2025-09-16,25.4,0.0,Partly Cloudy,89
2025-09-17,27.2,9.6,Partly Cloudy,76
2025-09-18,26.0,18.8,Rainy,88
2025-09-19,27.9,10.8,Cloudy,85
2025-09-20,26.5,13.0,Rainy,88
2025-09-21,27.6,0.0,Sunny,72
2025-09-22,28.4,0.0,Sunny,80
2025-09-23,28.4,0.0,Partly Cloudy,79
2025-09-24,28.9,0.0,Sunny,79
2025-09-25,28.2,0.0,Partly Cloudy,84
2025-09-26,26.1,1.7,Rainy,93
2025-09-27,26.6,4.9,Cloudy,83
2025-09-28,28.2,0.0,Partly Cloudy,75
2025-09-29,26.3,11.5,Rainy,98
2025-09-30,25.7,21.5,Rainy,97
2025-10-01,25.0,18.2,Rainy,92
2025-10-02,25.9,42.1,Rainy,88
2025-10-03,26.2,5.8,Rainy,98
2025-10-04,25.5,18.5,Rainy,86
2025-10-05,26.9,0.0,Partly Cloudy,84
2025-10-06,26.6,5.0,Rainy,92
2025-10-07,25.7,36.4,Rainy,84
2025-10-08,28.4,0.0,Sunny,80
2025-10-09,27.6,11.0,Rainy,96
2025-10-10,29.5,5.1,Partly Cloudy,85
2025-10-11,28.6,0.0,Partly Cloudy,82
2025-10-12,27.4,0.0,Partly Cloudy,92
2025-10-13,29.3,14.8,Cloudy,83
2025-10-14,25.7,37.7,Rainy,89
2025-10-15,25.0,88.4,Thunderstorm,98
2025-10-16,26.8,6.4,Partly Cloudy,89
2025-10-17,29.2,0.0,Sunny,79
2025-10-18,27.0,14.0,Cloudy,96
2025-10-19,26.3,33.3,Rainy,89
2025-10-20,25.0,15.3,Rainy,93
2025-10-21,25.4,25.2,Rainy,95
2025-10-22,25.0,28.6,Rainy,97
2025-10-23,26.1,0.0,Partly Cloudy,77
2025-10-24,28.7,7.2,Partly Cloudy,81
2025-10-25,26.6,22.6,Rainy,90
2025-10-26,25.3,19.6,Rainy,95
2025-10-27,26.5,12.7,Cloudy,89
2025-10-28,26.0,6.3,Rainy,92
2025-10-29,25.3,17.2,Rainy,88
2025-10-30,26.0,19.4,Rainy,91
2025-10-31,26.4,15.8,Rainy,89
2025-11-01,27.6,0.0,Partly Cloudy,73
2025-11-02,29.1,0.0,Partly Cloudy,82
2025-11-03,27.6,0.0,Cloudy,88
2025-11-04,26.3,21.4,Rainy,95
2025-11-05,27.4,0.0,Partly Cloudy,89
2025-11-06,26.1,12.7,Rainy,96
2025-11-07,27.2,0.0,Partly Cloudy,83
2025-11-08,26.8,9.7,Rainy,86
2025-11-09,28.8,0.0,Sunny,82
2025-11-10,27.1,37.0,Rainy,93
2025-11-11,26.0,35.3,Rainy,96
2025-11-12,28.4,0.0,Partly Cloudy,82
2025-11-13,28.4,0.0,Sunny,83
2025-11-14,28.9,0.0,Sunny,86
2025-11-15,25.4,17.1,Rainy,91
2025-11-16,27.4,13.8,Partly Cloudy,86
2025-11-17,26.2,2.4,Partly Cloudy,85
2025-11-18,25.2,84.5,Heavy Rain,98
2025-11-19,24.0,52.1,Heavy Rain,98
2025-11-20,24.0,21.3,Rainy,88
2025-11-21,27.0,2.1,Partly Cloudy,78
2025-11-22,27.9,0.0,Partly Cloudy,73
2025-11-23,27.7,9.2,Cloudy,86
2025-11-24,25.8,7.5,Rainy,85
2025-11-25,25.9,6.0,Rainy,92
2025-11-26,24.1,41.8,Rainy,92
2025-11-27,24.4,0.0,Cloudy,88
2025-11-28,24.7,2.8,Rainy,88
2025-11-29,26.0,13.1,Rainy,93
2025-11-30,25.6,25.8,Rainy,87
2025-12-01,26.9,0.0,Partly Cloudy,77
2025-12-02,28.1,0.0,Cloudy,82
2025-12-03,28.2,0.0,Partly Cloudy,78
2025-12-04,26.8,0.0,Sunny,79
2025-12-05,25.6,0.0,Sunny,66
2025-12-06,26.6,0.0,Partly Cloudy,80
2025-12-07,24.0,6.4,Rainy,92
2025-12-08,26.4,0.0,Sunny,77
2025-12-09,28.9,0.0,Sunny,74
2025-12-10,28.4,7.7,Partly Cloudy,82
2025-12-11,28.0,4.4,Partly Cloudy,77
2025-12-12,26.1,0.0,Sunny,70
2025-12-13,24.8,10.3,Rainy,92
2025-12-14,25.3,4.5,Partly Cloudy,86
2025-12-15,26.7,3.6,Partly Cloudy,82
2025-12-16,24.7,7.3,Cloudy,84
2025-12-17,25.1,0.0,Partly Cloudy,83
2025-12-18,26.6,0.0,Partly Cloudy,78
2025-12-19,27.9,0.0,Sunny,79
2025-12-20,29.1,6.6,Partly Cloudy,80
2025-12-21,28.8,0.0,Sunny,72
2025-12-22,28.8,0.0,Sunny,78
2025-12-23,27.6,0.0,Sunny,73
2025-12-24,27.9,0.0,Sunny,70
2025-12-25,29.9,0.0,Sunny,82
2025-12-26,26.3,6.6,Rainy,82
2025-12-27,26.3,7.5,Rainy,84
2025-12-28,25.4,5.6,Cloudy,87
2025-12-29,24.5,9.9,Rainy,86
2025-12-30,26.4,0.0,Sunny,73
2025-12-31,28.6,0.0,Sunny,77
