date,sku,openingStock,receivedQty,soldQty,discardedQty,closingStock,orderPlacedQty,supplierLeadTimeDays,oldestReceiptDate,newestReceiptDate,estimatedOldStockQty,oldestAgeDays,oldStockShare,ageRiskRatio,avgDailySales7d,avgDailySales30d,salesStdDev,demandTrend,daysOfStockRemaining,stockoutRisk,reorderUrgency,expiryRiskScore,daysToExpiry,nearExpiryFlag
2023-01-01,LK-RIC-XWQZX,75,23,10,0,88,23,3,2022-12-26,2023-01-01,21,6,0.239,0.009,7.14,8.07,4.95,-0.115,10.9,0.2,Low,0.02,638,False
2023-01-01,LK-DRY-4W7KY,73,0,8,0,65,0,0,2022-12-26,2022-12-31,14,6,0.215,0.02,9.86,8.5,6.43,0.16,7.6,0.4,Low,0.02,299,False
2023-01-01,LK-DRY-92H3T,33,19,16,0,36,19,3,2022-12-28,2023-01-01,17,4,0.472,0.004,9.71,7.3,4.19,0.331,4.9,0.7,High,0.02,993,False
2023-01-01,LK-DRY-AJEPE,47,0,16,0,31,0,0,2022-12-25,2022-12-25,31,7,1.0,0.008,9.86,6.63,4.27,0.486,4.7,0.7,High,0.02,917,False
2023-01-01,LK-DRY-PDZP6,59,60,6,0,113,0,0,2022-12-26,2023-01-01,23,6,0.204,0.008,17.57,14.13,9.6,0.243,8.0,0.4,Low,0.02,785,False
2023-01-01,LK-DRY-X1ZHQ,99,0,13,0,86,42,3,2022-12-26,2022-12-31,2,6,0.023,0.018,11.29,9.97,4.0,0.132,8.6,0.4,Low,0.02,330,False
2023-01-01,LK-DRY-NEC8U,112,0,12,0,100,0,0,2022-12-24,2022-12-30,16,8,0.16,0.024,9.57,10.0,7.15,-0.043,10.0,0.4,Low,0.02,330,False
2023-01-01,LK-DRY-U3493,64,0,5,0,59,48,3,2022-12-10,2022-12-22,11,22,0.186,0.06,3.14,3.63,1.85,-0.135,16.2,0.05,Low,0.02,343,False
2023-01-01,LK-DRY-TNQFL,60,0,15,0,45,0,0,2022-12-26,2022-12-26,45,6,1.0,0.007,14.43,12.6,7.77,0.145,3.6,0.7,High,0.02,851,False
2023-01-01,LK-DRY-DYVSL,107,0,5,0,102,0,0,2022-12-25,2022-12-31,16,7,0.157,0.023,11.86,11.83,7.89,0.002,8.6,0.4,Low,0.02,295,False
2023-01-01,LK-DRY-43C5B,55,41,8,0,88,41,3,2022-12-22,2023-01-01,6,10,0.068,0.02,10.57,9.27,4.58,0.141,9.5,0.4,Low,0.02,502,False
2023-01-01,LK-DRY-SOLML,18,27,5,0,40,0,0,2022-12-26,2023-01-01,13,6,0.325,0.006,7.71,5.37,4.9,0.437,7.5,0.4,Medium,0.02,1008,False
2023-01-01,LK-DRY-G1R11,69,0,5,0,64,15,3,2022-12-26,2022-12-30,4,6,0.062,0.013,7.57,9.1,6.84,-0.168,7.0,0.4,Medium,0.02,455,False
2023-01-01,LK-DRY-3C54W,71,0,18,0,53,40,3,2022-12-27,2022-12-27,13,5,0.245,0.015,12.14,9.73,6.29,0.248,5.4,0.4,Medium,0.02,329,False
2023-01-01,LK-DRY-XBZ9S,51,0,6,0,45,0,0,2022-12-22,2022-12-31,12,10,0.267,0.019,6.43,4.6,3.9,0.398,9.8,0.4,Low,0.02,512,False
2023-01-01,LK-DRY-5MUFM,83,45,15,0,113,0,0,2022-12-26,2023-01-01,23,6,0.204,0.006,13.71,11.73,5.39,0.169,9.6,0.4,Low,0.02,930,False
2023-01-01,LK-DRY-GH8RI,36,36,12,0,60,0,0,2022-12-28,2023-01-01,24,4,0.4,0.005,7.14,5.13,2.64,0.391,11.7,0.2,Low,0.02,808,False
2023-01-01,LK-DRY-POYIP,82,0,13,0,69,0,0,2022-12-26,2022-12-30,9,6,0.13,0.01,13.29,13.4,8.68,-0.009,5.1,0.4,Medium,0.02,625,False
2023-01-01,LK-DRY-EJX5T,61,0,4,0,57,0,0,2022-12-25,2022-12-29,23,7,0.404,0.017,2.29,3.73,2.58,-0.388,15.3,0.05,Low,0.02,400,False
2023-01-01,LK-DRY-NB74X,116,0,9,0,107,0,0,2022-12-23,2022-12-31,2,9,0.019,0.02,10.0,12.47,8.5,-0.198,8.6,0.4,Low,0.02,433,False
2023-01-01,LK-DRY-P2QD6,132,23,18,0,137,23,2,2022-12-27,2023-01-01,22,5,0.161,0.007,20.57,20.63,8.49,-0.003,6.6,0.4,Medium,0.02,759,False
2023-01-01,LK-DRY-2SA5B,0,28,10,0,18,14,2,2023-01-01,2023-01-01,18,0,1.0,0.0,17.43,17.67,7.09,-0.013,1.0,0.9,Critical,0.02,520,False
2023-01-01,LK-DRY-9RGEZ,108,0,23,0,85,28,3,2022-12-28,2022-12-31,1,4,0.012,0.005,12.14,11.97,8.56,0.015,7.1,0.4,Medium,0.02,732,False
2023-01-01,LK-DRY-LEN60,168,0,12,0,156,0,0,2022-12-24,2022-12-31,18,8,0.115,0.01,16.86,18.2,9.75,-0.074,8.6,0.4,Low,0.02,788,False
2023-01-01,LK-DRY-VPYMB,110,0,18,0,92,40,3,2022-12-25,2022-12-27,12,7,0.13,0.033,7.29,11.07,9.62,-0.342,8.3,0.4,Low,0.02,204,False
2023-01-01,LK-DRY-8BFQN,220,0,52,0,168,43,3,2022-12-28,2022-12-31,39,4,0.232,0.004,33.43,29.03,9.56,0.151,5.8,0.4,Medium,0.02,929,False
2023-01-01,LK-DRY-HWY9H,91,0,10,0,81,0,0,2022-12-27,2022-12-31,12,5,0.148,0.01,14.86,12.73,4.11,0.167,6.4,0.4,Medium,0.02,482,False
2023-01-01,LK-DRY-2ATN2,91,40,24,0,107,20,3,2022-12-27,2023-01-01,7,5,0.065,0.007,20.14,19.3,4.72,0.044,5.5,0.4,Medium,0.02,763,False
2023-01-01,LK-DRY-52XG8,94,0,0,0,94,0,0,2022-12-22,2022-12-31,4,10,0.043,0.019,8.86,9.9,6.33,-0.105,9.5,0.4,Low,0.02,524,False
2023-01-01,LK-DRY-KTSG7,71,0,13,0,58,0,0,2022-12-26,2022-12-29,8,6,0.138,0.008,9.14,9.37,6.64,-0.024,6.2,0.4,Medium,0.02,764,False
2023-01-01,LK-DRY-XKI3O,87,0,12,0,75,0,0,2022-12-28,2022-12-31,20,4,0.267,0.004,14.0,10.77,5.15,0.3,7.0,0.4,Medium,0.02,1058,False
2023-01-01,LK-DRY-LQJID,22,43,6,0,59,0,0,2022-12-27,2023-01-01,16,5,0.271,0.007,11.43,8.33,6.01,0.371,7.1,0.4,Medium,0.02,702,False
2023-01-01,LK-DRY-HMBR5,101,48,0,0,149,0,0,2022-12-23,2023-01-01,5,9,0.034,0.015,12.14,14.0,5.62,-0.133,10.6,0.2,Low,0.02,581,False
2023-01-01,LK-DRY-K9YE9,96,0,5,0,91,0,0,2022-12-25,2022-12-28,58,7,0.637,0.032,7.43,10.43,5.51,-0.288,8.7,0.4,Low,0.02,212,False
2023-01-01,LK-DRY-7LOW4,95,0,0,0,95,0,0,2022-12-24,2022-12-30,19,8,0.2,0.009,6.43,10.0,5.32,-0.357,9.5,0.4,Low,0.02,861,False
2023-01-01,LK-DRY-R821U,41,0,10,0,31,26,3,2022-12-25,2022-12-31,18,7,0.581,0.024,3.43,3.77,2.38,-0.09,8.2,0.4,Low,0.02,285,False
2023-01-01,LK-DRY-1750C,107,0,9,0,98,0,0,2022-12-24,2022-12-29,6,8,0.061,0.011,11.71,12.6,6.14,-0.07,7.8,0.4,Low,0.02,717,False
2023-01-01,LK-DRY-VGIUI,84,0,17,0,67,0,0,2022-12-29,2022-12-29,67,3,1.0,0.004,16.57,11.83,8.26,0.4,5.7,0.4,Medium,0.02,733,False
2023-01-01,LK-DRY-C7X0H,33,26,17,0,42,26,2,2022-12-29,2023-01-01,16,3,0.381,0.004,10.14,8.0,6.56,0.268,5.2,0.4,Medium,0.02,720,False
2023-01-01,LK-DRY-AT7O7,36,0,8,0,28,0,0,2022-12-26,2022-12-26,28,6,1.0,0.006,11.71,8.73,6.64,0.341,3.2,0.7,High,0.02,1044,False
2023-01-01,LK-DRY-G05KB,103,0,9,0,94,0,0,2022-12-26,2022-12-31,53,6,0.564,0.006,10.86,10.83,7.75,0.002,8.7,0.4,Low,0.02,1045,False
2023-01-01,LK-DRY-JG02U,55,0,19,0,36,60,2,2022-12-24,2022-12-28,4,8,0.111,0.025,6.43,6.07,4.73,0.06,5.9,0.4,Medium,0.02,315,False
2023-01-01,LK-DRY-K0AXY,58,0,12,0,46,26,2,2022-12-27,2022-12-28,20,5,0.435,0.009,8.86,8.47,4.15,0.046,5.4,0.4,Medium,0.02,551,False
2023-01-01,LK-DRY-OTQTX,62,0,6,0,56,0,0,2022-12-24,2022-12-27,12,8,0.214,0.008,8.29,7.5,4.05,0.105,7.5,0.4,Medium,0.02,1020,False
2023-01-01,LK-DRY-EHUDS,86,37,6,0,117,0,0,2022-12-24,2023-01-01,6,8,0.051,0.009,9.0,11.33,7.44,-0.206,10.3,0.2,Low,0.02,912,False
2023-01-01,LK-DRY-MC97C,48,0,7,0,41,17,3,2022-12-24,2022-12-31,7,8,0.171,0.014,5.0,4.57,2.14,0.095,9.0,0.4,Low,0.02,558,False
2023-01-01,LK-DRY-T0IAA,37,19,9,0,47,19,3,2022-12-29,2023-01-01,9,3,0.191,0.003,11.14,8.07,7.21,0.381,5.8,0.4,Medium,0.02,1073,False
2023-01-01,LK-DRY-HDBVZ,170,0,14,0,156,0,0,2022-12-26,2022-12-30,12,6,0.077,0.014,21.29,22.73,8.77,-0.064,6.9,0.4,Medium,0.02,413,False
2023-01-01,LK-DRY-59SOJ,0,21,21,0,0,21,3,,,0,0,0.0,0.0,26.29,23.27,11.44,0.13,0.0,1.0,Critical,0.02,606,False
2023-01-01,LK-DRY-4FQCO,0,34,15,0,19,17,3,2023-01-01,2023-01-01,2,0,0.105,0.0,19.43,19.1,8.58,0.017,1.0,0.9,Critical,0.02,1047,False
2023-01-01,LK-DRY-G10UR,122,0,26,0,96,32,2,2022-12-27,2022-12-31,32,5,0.333,0.012,18.43,17.87,5.45,0.031,5.4,0.4,Medium,0.02,420,False
2023-01-01,LK-BEV-SRD9Q,37,0,0,0,37,0,0,2022-12-04,2022-12-21,14,28,0.378,0.058,1.29,1.07,1.69,0.205,34.7,0.05,Low,0.02,451,False
2023-01-01,LK-BEV-RXYJ3,26,0,0,0,26,0,0,2022-12-16,2022-12-26,6,16,0.231,0.031,0.29,1.1,2.52,-0.74,23.6,0.05,Low,0.02,492,False
2023-01-01,LK-BEV-O4IZA,18,0,0,0,18,0,0,2022-12-27,2022-12-27,18,5,1.0,0.027,3.14,2.33,5.39,0.347,7.7,0.4,Low,0.02,181,False
2023-01-01,LK-BEV-P7G7S,27,0,4,0,23,0,0,2022-12-19,2022-12-19,23,13,1.0,0.028,1.0,1.17,1.44,-0.143,19.7,0.05,Low,0.02,456,False
2023-01-01,LK-BEV-DNTCA,19,0,0,0,19,0,0,2022-12-27,2022-12-27,19,5,1.0,0.009,0.0,1.13,3.34,-1.0,16.8,0.05,Low,0.02,529,False
2023-01-01,LK-BEV-XG4AH,35,0,7,0,28,14,3,2022-12-28,2022-12-30,14,4,0.5,0.011,3.43,3.7,4.5,-0.073,7.6,0.4,Low,0.02,372,False
2023-01-01,LK-BEV-4M18O,17,0,7,0,10,0,0,2022-12-27,2022-12-27,10,5,1.0,0.01,2.43,2.5,3.27,-0.029,4.0,0.7,High,0.02,513,False
2023-01-01,LK-BEV-ZW0LD,37,0,3,0,34,0,0,2022-12-24,2022-12-27,8,8,0.235,0.018,0.43,2.73,4.6,-0.843,12.4,0.2,Low,0.02,434,False
2023-01-01,LK-BEV-AO20U,16,0,0,0,16,0,0,2022-12-25,2022-12-25,16,7,1.0,0.026,1.14,0.93,2.37,0.224,17.1,0.05,Low,0.02,258,False
2023-01-01,LK-BEV-WVHDK,18,19,0,0,37,0,0,2022-12-13,2023-01-01,18,19,0.486,0.036,0.71,1.57,3.14,-0.544,23.6,0.05,Low,0.02,516,False
2023-01-01,LK-BEV-W82LK,22,0,7,0,15,19,3,2022-12-20,2022-12-20,15,12,1.0,0.022,2.0,1.9,2.87,0.053,7.9,0.4,Low,0.02,530,False
2023-01-01,LK-BEV-RWIXZ,27,0,6,0,21,0,0,2022-12-12,2022-12-19,9,20,0.429,0.051,3.14,3.07,5.79,0.025,6.8,0.4,Medium,0.02,374,False
2023-01-01,LK-BEV-1XMXB,22,0,6,0,16,15,2,2022-12-19,2022-12-29,1,13,0.062,0.024,3.14,1.6,2.96,0.964,10.0,0.4,Low,0.02,519,False
2023-01-01,LK-BEV-F9RK7,45,0,14,0,31,0,0,2022-12-10,2022-12-26,8,22,0.258,0.054,2.0,1.77,4.89,0.132,17.5,0.05,Low,0.02,382,False
2023-01-01,LK-BEV-4XYF9,49,0,4,0,45,0,0,2022-12-03,2022-12-28,1,29,0.022,0.106,1.0,1.3,2.02,-0.231,34.6,0.05,Low,0.02,245,False
2023-01-01,LK-BEV-PAHKZ,25,0,0,0,25,0,0,2022-12-14,2022-12-23,3,18,0.12,0.042,0.71,2.27,3.6,-0.685,11.0,0.2,Low,0.02,412,False
2023-01-01,LK-BEV-4W3ZK,28,0,5,0,23,0,0,2022-12-13,2022-12-25,5,19,0.217,0.043,0.71,1.17,1.92,-0.388,19.7,0.05,Low,0.02,422,False
2023-01-01,LK-BEV-77GGK,29,0,8,0,21,22,2,2022-12-28,2022-12-28,21,4,1.0,0.009,3.0,2.9,4.64,0.034,7.2,0.4,Medium,0.02,463,False
2023-01-01,LK-BEV-GU2HB,40,0,0,0,40,0,0,2022-12-27,2022-12-27,40,5,1.0,0.011,0.0,1.93,4.02,-1.0,20.7,0.05,Low,0.02,453,False
2023-01-01,LK-BEV-0XI5B,21,0,0,0,21,0,0,2022-12-25,2022-12-25,21,7,1.0,0.018,0.43,2.07,3.12,-0.793,10.2,0.2,Low,0.02,392,False
2023-01-01,LK-BEV-TVG9K,29,0,8,0,21,17,3,2022-12-27,2022-12-27,21,5,1.0,0.02,1.86,3.53,6.22,-0.474,5.9,0.4,Medium,0.02,249,False
2023-01-01,LK-BEV-JOQW5,31,0,6,0,25,0,0,2022-12-09,2022-12-23,6,23,0.24,0.101,1.71,1.2,1.78,0.429,20.8,0.05,Low,0.02,204,False
2023-01-01,LK-BEV-RLKTE,27,0,3,0,24,0,0,2022-12-04,2022-12-23,1,28,0.042,0.07,1.0,1.33,2.57,-0.25,18.0,0.05,Low,0.02,371,False
2023-01-01,LK-BEV-XJN6F,28,0,5,0,23,0,0,2022-12-12,2022-12-22,4,20,0.174,0.045,0.71,2.47,4.16,-0.71,9.3,0.4,Low,0.02,425,False
2023-01-01,LK-BEV-ECN0D,27,0,0,0,27,0,0,2022-12-03,2022-12-24,10,29,0.37,0.11,0.29,0.63,1.47,-0.549,42.6,0.05,Low,0.02,235,False
2023-01-01,LK-BEV-4DD1V,23,0,4,0,19,24,3,2022-12-20,2022-12-20,19,12,1.0,0.024,2.0,2.57,4.51,-0.221,7.4,0.4,Medium,0.02,479,False
2023-01-01,LK-BEV-S0KB6,18,0,5,0,13,14,3,2022-12-15,2022-12-15,13,17,1.0,0.047,0.71,0.8,1.35,-0.107,16.2,0.05,Low,0.02,347,False
2023-01-01,LK-BEV-181AC,42,0,14,0,28,0,0,2022-12-20,2022-12-25,8,12,0.286,0.024,3.0,2.47,3.79,0.216,11.4,0.2,Low,0.02,495,False
2023-01-01,LK-BEV-TOW4Y,28,0,0,0,28,0,0,2022-12-21,2022-12-28,5,11,0.179,0.033,1.0,2.2,4.06,-0.545,12.7,0.2,Low,0.02,327,False
2023-01-01,LK-BEV-8S2ZG,32,0,6,0,26,0,0,2022-12-08,2022-12-19,7,24,0.269,0.048,1.71,1.3,1.83,0.319,20.0,0.05,Low,0.02,477,False
2023-01-01,LK-BEV-F16YE,37,0,13,0,24,24,3,2022-11-28,2022-11-28,24,34,1.0,0.172,2.43,0.8,2.45,2.036,30.0,0.05,Low,0.02,164,False
2023-01-01,LK-BEV-3UEYB,27,0,3,0,24,0,0,2022-12-26,2022-12-26,24,6,1.0,0.016,1.14,1.77,4.26,-0.353,13.6,0.2,Low,0.02,362,False
2023-01-01,LK-BEV-0T2F7,13,0,0,0,13,0,0,2022-12-20,2022-12-20,13,12,1.0,0.04,0.0,0.83,2.77,-1.0,15.6,0.05,Low,0.02,289,False
2023-01-01,LK-BEV-6SZN9,31,0,6,0,25,0,0,2022-12-27,2022-12-27,25,5,1.0,0.02,2.0,2.37,3.98,-0.155,10.6,0.2,Low,0.02,241,False
2023-01-01,LK-BEV-LJCH2,27,0,3,0,24,0,0,2022-12-04,2022-12-29,8,28,0.333,0.098,1.86,1.17,2.37,0.592,20.6,0.05,Low,0.02,258,False
2023-01-01,LK-BEV-3ZB4L,35,0,6,0,29,23,2,2022-12-25,2022-12-28,6,7,0.207,0.017,3.57,3.9,5.42,-0.084,7.4,0.4,Medium,0.02,404,False
2023-01-01,LK-BEV-C2IHO,23,0,0,1,22,0,0,2022-12-13,2022-12-19,10,19,0.455,0.054,0.0,1.57,2.68,-1.0,14.0,0.05,Low,0.02,330,False
2023-01-01,LK-BEV-RNPM6,19,0,0,0,19,0,0,2022-12-14,2022-12-22,7,18,0.368,0.039,0.0,1.2,2.15,-1.0,15.8,0.05,Low,0.02,443,False
2023-01-01,LK-BEV-W2292,26,0,0,0,26,0,0,2022-12-25,2022-12-27,2,7,0.077,0.014,0.86,2.1,3.26,-0.592,12.4,0.2,Low,0.02,478,False
2023-01-01,LK-BEV-9DXJ3,27,0,9,0,18,0,0,2022-12-19,2022-12-30,6,13,0.333,0.036,2.0,2.1,3.11,-0.048,8.6,0.4,Low,0.02,350,False
2023-01-01,LK-BEV-TGBCV,6,0,6,0,0,0,0,,,0,0,0.0,0.0,2.0,1.03,1.94,0.935,0.0,1.0,Critical,0.02,345,False
2023-01-01,LK-BEV-8N7OD,31,0,0,0,31,0,0,2022-11-11,2022-12-18,9,51,0.29,0.141,0.0,0.53,1.33,-1.0,58.1,0.05,Low,0.02,311,False
2023-01-01,LK-BEV-AZU41,29,0,0,0,29,0,0,2022-12-05,2022-12-27,12,27,0.414,0.123,0.57,0.7,1.27,-0.184,41.4,0.05,Low,0.02,192,False
2023-01-01,LK-BEV-X5QJI,29,0,10,0,19,17,2,2022-12-03,2022-12-08,2,29,0.105,0.067,2.29,1.63,2.95,0.399,11.6,0.2,Low,0.02,403,False
2023-01-01,LK-BEV-IQ2BA,36,0,0,0,36,0,0,2022-12-02,2022-12-17,15,30,0.417,0.085,0.71,0.9,1.83,-0.206,40.0,0.05,Low,0.02,323,False
2023-01-01,LK-BEV-FDHGZ,12,0,5,0,7,0,0,2022-12-12,2022-12-12,7,20,1.0,0.097,1.29,0.6,1.36,1.143,11.7,0.2,Low,0.02,187,False
2023-01-01,LK-BEV-DHW9R,19,19,0,0,38,0,0,2022-12-23,2023-01-01,19,9,0.5,0.024,0.71,2.33,3.62,-0.694,16.3,0.05,Low,0.02,360,False
