date,avgTemperatureC,rainfallMM,condition,humidityPercent
2023-02-28,31.9,0.0,Partly Cloudy,90
2023-03-01,32.5,0.0,Sunny,78
2023-03-02,31.6,0.0,Sunny,71
2023-03-03,28.5,17.5,Rainy,86
2023-03-04,28.2,4.0,Rainy,96
2023-03-05,27.6,9.4,Cloudy,74
2023-03-06,27.6,4.4,Rainy,92
2023-03-07,30.4,0.0,Partly Cloudy,83
2023-03-08,27.4,23.9,Rainy,87
2023-03-09,30.4,0.0,Partly Cloudy,78
2023-03-10,29.4,0.0,Sunny,67
2023-03-11,30.1,0.0,Sunny,73
2023-03-12,28.6,0.0,Partly Cloudy,78
2023-03-13,27.1,0.0,Sunny,75
2023-03-14,29.4,6.2,Cloudy,81
2023-03-15,27.6,18.5,Rainy,90
2023-03-16,30.2,0.0,Sunny,74
2023-03-17,28.6,0.0,Partly Cloudy,79
2023-03-18,30.4,0.0,Sunny,71
2023-03-19,31.1,0.0,Partly Cloudy,80
2023-03-20,26.5,18.0,Rainy,93
2023-03-21,27.3,2.9,Cloudy,86
2023-03-22,27.9,0.0,Cloudy,77
2023-03-23,28.9,0.0,Sunny,78
2023-03-24,28.6,5.6,Partly Cloudy,86
2023-03-25,27.7,4.4,Cloudy,89
2023-03-26,27.2,11.5,Rainy,92
2023-03-27,28.2,0.0,Sunny,76
2023-03-28,25.0,20.6,Rainy,91
2023-03-29,25.0,51.9,Heavy Rain,94
2023-03-30,25.1,30.0,Rainy,88
2023-03-31,26.2,0.0,Cloudy,81
2023-04-01,28.2,0.0,Sunny,85
2023-04-02,29.9,0.0,Sunny,77
2023-04-03,29.1,0.0,Partly Cloudy,83
2023-04-04,30.3,6.9,Cloudy,88
2023-04-05,30.6,4.0,Partly Cloudy,84
2023-04-06,28.8,29.7,Rainy,98
2023-04-07,29.2,0.0,Cloudy,87
2023-04-08,30.6,0.0,Partly Cloudy,80
2023-04-09,30.5,9.1,Partly Cloudy,82
2023-04-10,27.9,5.3,Rainy,98
2023-04-11,28.1,18.0,Rainy,91
2023-04-12,26.8,27.5,Rainy,91
2023-04-13,28.6,16.2,Rainy,94
2023-04-14,27.6,9.9,Rainy,93
2023-04-15,29.8,0.0,Partly Cloudy,79
2023-04-16,31.4,0.0,Partly Cloudy,83
2023-04-17,29.6,12.3,Partly Cloudy,89
2023-04-18,28.8,0.0,Partly Cloudy,87
2023-04-19,30.2,0.0,Sunny,77
2023-04-20,28.5,9.7,Cloudy,93
2023-04-21,31.1,0.0,Partly Cloudy,87
2023-04-22,30.2,0.0,Partly Cloudy,83
2023-04-23,27.7,32.3,Rainy,87
2023-04-24,28.0,10.2,Cloudy,88
2023-04-25,27.6,4.3,Rainy,95
2023-04-26,28.3,7.3,Rainy,87
2023-04-27,28.0,18.5,Rainy,93
2023-04-28,29.4,10.3,Cloudy,88
2023-04-29,31.6,0.0,Sunny,78
2023-04-30,29.7,2.2,Cloudy,86
2023-05-01,27.8,18.3,Rainy,93
2023-05-02,27.2,21.1,Rainy,92
2023-05-03,28.4,0.0,Partly Cloudy,88
2023-05-04,29.1,0.0,Sunny,78
2023-05-05,29.8,0.0,Partly Cloudy,92
2023-05-06,29.2,11.0,Partly Cloudy,85
2023-05-07,28.0,6.0,Cloudy,84
2023-05-08,28.3,12.2,Rainy,93
2023-05-09,27.6,16.9,Rainy,90
2023-05-10,27.6,31.2,Rainy,94
2023-05-11,26.8,0.0,Partly Cloudy,83
2023-05-12,25.3,12.5,Rainy,98
2023-05-13,25.1,52.0,Thunderstorm,98
2023-05-14,25.6,11.5,Rainy,87
2023-05-15,26.3,15.5,Rainy,93
2023-05-16,28.5,8.5,Partly Cloudy,92
2023-05-17,28.6,0.0,Partly Cloudy,80
2023-05-18,28.6,8.0,Partly Cloudy,84
2023-05-19,26.0,25.7,Rainy,87
2023-05-20,26.3,7.7,Cloudy,87
2023-05-21,27.0,15.3,Rainy,86
2023-05-22,28.4,0.0,Partly Cloudy,86
2023-05-23,28.6,0.0,Sunny,77
2023-05-24,29.8,13.3,Partly Cloudy,93
2023-05-25,26.3,3.9,Rainy,86
2023-05-26,26.6,28.6,Rainy,87
2023-05-27,26.0,28.7,Rainy,98
2023-05-28,25.4,7.9,Rainy,85
2023-05-29,27.1,14.9,Partly Cloudy,85
2023-05-30,28.2,0.0,Sunny,81
2023-05-31,27.7,12.9,Cloudy,94
2023-06-01,26.4,26.2,Rainy,93
2023-06-02,27.4,4.9,Partly Cloudy,86
2023-06-03,27.0,11.0,Cloudy,87
2023-06-04,24.4,13.9,Rainy,93
2023-06-05,26.6,0.0,Partly Cloudy,81
2023-06-06,24.9,50.6,Thunderstorm,94
2023-06-07,26.7,7.1,Partly Cloudy,89
2023-06-08,28.1,0.0,Partly Cloudy,86
2023-06-09,26.3,23.1,Rainy,96
2023-06-10,25.1,27.9,Rainy,86
2023-06-11,26.1,5.0,Cloudy,86
2023-06-12,25.2,34.9,Rainy,96
2023-06-13,27.4,3.2,Partly Cloudy,84
2023-06-14,27.2,0.0,Cloudy,92
2023-06-15,24.8,15.3,Rainy,92
2023-06-16,26.6,12.1,Partly Cloudy,83
2023-06-17,26.0,11.2,Rainy,91
2023-06-18,25.2,43.9,Rainy,91
2023-06-19,25.3,9.4,Rainy,95
2023-06-20,27.8,0.0,Partly Cloudy,84
2023-06-21,27.4,0.0,Partly Cloudy,80
2023-06-22,24.0,72.8,Thunderstorm,98
2023-06-23,24.8,7.9,Rainy,85
2023-06-24,24.1,8.4,Rainy,92
2023-06-25,25.1,0.0,Cloudy,83
2023-06-26,27.9,0.0,Partly Cloudy,81
2023-06-27,26.2,0.0,Partly Cloudy,89
2023-06-28,27.8,0.0,Partly Cloudy,86
2023-06-29,27.6,0.0,Partly Cloudy,92
2023-06-30,25.3,29.1,Rainy,94
2023-07-01,25.0,15.1,Rainy,89
2023-07-02,24.8,16.4,Rainy,89
2023-07-03,27.4,0.0,Sunny,77
2023-07-04,27.4,0.0,Sunny,74
2023-07-05,27.0,2.2,Partly Cloudy,88
2023-07-06,29.9,11.6,Partly Cloudy,83
2023-07-07,28.9,0.0,Partly Cloudy,85
2023-07-08,26.6,10.8,Rainy,90
2023-07-09,25.8,1.2,Rainy,93
2023-07-10,27.5,8.9,Partly Cloudy,82
2023-07-11,26.8,16.8,Rainy,87
2023-07-12,24.1,24.2,Rainy,88
2023-07-13,26.1,0.0,Cloudy,88
2023-07-14,25.1,23.0,Rainy,92
2023-07-15,25.8,16.1,Rainy,93
2023-07-16,25.6,10.7,Rainy,87
2023-07-17,24.2,6.4,Rainy,90
2023-07-18,24.2,12.2,Cloudy,86
2023-07-19,26.4,0.0,Sunny,81
2023-07-20,25.1,0.0,Cloudy,82
2023-07-21,26.4,0.0,Partly Cloudy,82
2023-07-22,25.4,0.0,Cloudy,88
2023-07-23,24.1,36.1,Rainy,92
2023-07-24,24.0,51.3,Heavy Rain,93
2023-07-25,26.9,0.0,Sunny,76
2023-07-26,25.5,18.2,Rainy,92
2023-07-27,27.9,8.1,Cloudy,87
2023-07-28,26.2,0.0,Cloudy,83
2023-07-29,26.4,0.0,Partly Cloudy,83
2023-07-30,27.6,0.0,Sunny,78
2023-07-31,25.6,23.5,Rainy,91
2023-08-01,25.9,0.0,Partly Cloudy,80
2023-08-02,24.0,25.2,Rainy,88
2023-08-03,26.4,0.0,Partly Cloudy,85
2023-08-04,25.4,15.5,Rainy,89
2023-08-05,24.0,39.0,Rainy,89
2023-08-06,25.0,13.4,Rainy,94
2023-08-07,26.2,0.0,Partly Cloudy,80
2023-08-08,27.9,0.0,Partly Cloudy,81
2023-08-09,26.6,3.9,Cloudy,87
2023-08-10,24.0,8.3,Rainy,85
2023-08-11,24.0,16.2,Rainy,95
2023-08-12,24.8,28.7,Rainy,85
2023-08-13,24.9,3.6,Rainy,85
2023-08-14,26.6,0.0,Cloudy,81
2023-08-15,25.4,46.5,Rainy,85
2023-08-16,24.6,20.3,Rainy,88
2023-08-17,26.4,0.0,Sunny,77
2023-08-18,27.2,0.0,Sunny,74
2023-08-19,24.9,10.7,Rainy,79
2023-08-20,28.1,0.0,Sunny,76
2023-08-21,28.1,0.0,Sunny,79
2023-08-22,28.1,0.0,Sunny,79
2023-08-23,28.9,0.0,Sunny,77
2023-08-24,27.0,7.9,Rainy,88
2023-08-25,28.1,0.0,Partly Cloudy,77
2023-08-26,26.1,14.4,Cloudy,85
2023-08-27,26.2,3.5,Cloudy,90
2023-08-28,24.6,10.9,Rainy,83
2023-08-29,26.9,0.0,Partly Cloudy,82
2023-08-30,26.1,0.0,Partly Cloudy,80
2023-08-31,25.6,5.1,Rainy,92
2023-09-01,25.7,44.3,Rainy,95
2023-09-02,24.1,10.4,Rainy,85
2023-09-03,27.1,9.7,Partly Cloudy,82
2023-09-04,26.5,3.5,Cloudy,94
2023-09-05,28.9,0.0,Sunny,78
2023-09-06,26.2,37.5,Rainy,90
2023-09-07,26.4,0.0,Partly Cloudy,77
2023-09-08,26.4,0.0,Cloudy,88
2023-09-09,26.9,0.0,Sunny,86
2023-09-10,24.9,17.6,Rainy,88
2023-09-11,26.4,0.0,Partly Cloudy,84
2023-09-12,28.6,0.0,Partly Cloudy,85
2023-09-13,26.8,0.0,Partly Cloudy,84
2023-09-14,27.0,12.5,Rainy,89
2023-09-15,27.4,0.0,Sunny,81
2023-09-16,26.6,0.0,Cloudy,87
2023-09-17,25.3,10.3,Rainy,98
2023-09-18,26.8,0.0,Sunny,80
2023-09-19,27.1,0.0,Partly Cloudy,88
2023-09-20,26.6,28.0,Rainy,83
2023-09-21,25.5,25.5,Rainy,83
2023-09-22,26.4,0.0,Partly Cloudy,83
2023-09-23,25.7,13.6,Cloudy,88
2023-09-24,26.7,45.6,Rainy,84
2023-09-25,27.3,10.7,Partly Cloudy,77
2023-09-26,26.5,3.9,Rainy,97
2023-09-27,25.0,25.4,Rainy,92
2023-09-28,25.1,0.0,Partly Cloudy,83
2023-09-29,27.9,0.0,Sunny,82
2023-09-30,26.7,3.0,Cloudy,90
2023-10-01,26.0,18.5,Rainy,92
2023-10-02,25.0,5.9,Rainy,93
2023-10-03,25.0,23.9,Rainy,88
2023-10-04,25.0,36.4,Rainy,90
2023-10-05,26.1,0.0,Partly Cloudy,86
2023-10-06,26.2,43.7,Rainy,90
2023-10-07,29.2,7.3,Partly Cloudy,85
2023-10-08,26.6,43.0,Rainy,94
2023-10-09,26.7,6.3,Cloudy,92
2023-10-10,25.0,168.5,Heavy Rain,98
2023-10-11,25.4,28.5,Rainy,95
2023-10-12,26.1,20.8,Rainy,93
2023-10-13,26.5,8.5,Rainy,96
2023-10-14,25.0,26.1,Rainy,94
2023-10-15,28.1,0.0,Partly Cloudy,84
2023-10-16,27.8,0.0,Cloudy,86
2023-10-17,29.6,0.0,Sunny,78
2023-10-18,26.3,28.5,Rainy,91
2023-10-19,27.5,14.1,Cloudy,88
2023-10-20,26.1,20.8,Rainy,94
2023-10-21,25.0,9.5,Rainy,97
2023-10-22,25.0,32.7,Rainy,91
2023-10-23,27.1,0.0,Cloudy,82
2023-10-24,27.2,15.7,Rainy,91
2023-10-25,27.0,4.7,Partly Cloudy,80
2023-10-26,25.5,47.8,Rainy,90
2023-10-27,25.0,37.6,Rainy,88
2023-10-28,25.0,20.9,Rainy,93
2023-10-29,27.9,0.0,Partly Cloudy,83
2023-10-30,26.9,0.0,Partly Cloudy,86
2023-10-31,26.6,0.0,Partly Cloudy,86
2023-11-01,27.4,0.0,Partly Cloudy,80
2023-11-02,25.3,30.5,Rainy,96
2023-11-03,25.2,7.9,Partly Cloudy,76
2023-11-04,24.3,6.0,Rainy,87
2023-11-05,24.8,15.4,Rainy,88
2023-11-06,24.4,39.0,Rainy,98
2023-11-07,25.4,0.0,Cloudy,91
2023-11-08,26.7,5.4,Partly Cloudy,91
2023-11-09,25.5,20.7,Rainy,93
2023-11-10,25.7,30.8,Rainy,85
2023-11-11,26.1,3.9,Rainy,91
2023-11-12,26.1,32.8,Rainy,91
2023-11-13,26.8,0.0,Cloudy,81
2023-11-14,25.6,9.9,Rainy,93
2023-11-15,26.6,3.7,Cloudy,84
2023-11-16,28.9,0.0,Cloudy,80
2023-11-17,26.8,16.9,Rainy,93
2023-11-18,25.1,6.4,Rainy,88
2023-11-19,24.4,23.0,Rainy,88
2023-11-20,24.6,19.9,Rainy,93
2023-11-21,25.1,19.6,Rainy,95
2023-11-22,26.2,0.0,Partly Cloudy,88
2023-11-23,25.9,11.3,Cloudy,90
2023-11-24,27.4,4.4,Rainy,88
2023-11-25,26.6,42.6,Rainy,90
2023-11-26,24.0,52.8,Thunderstorm,92
2023-11-27,24.1,26.5,Rainy,89
2023-11-28,25.6,0.0,Cloudy,87
2023-11-29,24.9,0.0,Cloudy,83
2023-11-30,27.6,0.0,Sunny,72
2023-12-01,26.3,18.8,Rainy,88
2023-12-02,27.6,0.0,Partly Cloudy,86
2023-12-03,26.9,0.0,Partly Cloudy,76
2023-12-04,28.4,0.0,Sunny,83
2023-12-05,26.6,0.0,Sunny,79
2023-12-06,28.1,9.0,Partly Cloudy,80
2023-12-07,28.1,0.0,Partly Cloudy,70
2023-12-08,27.6,0.0,Sunny,77
2023-12-09,28.3,20.9,Rainy,88
2023-12-10,28.4,0.0,Partly Cloudy,85
2023-12-11,29.4,0.0,Sunny,79
2023-12-12,27.4,0.0,Cloudy,80
2023-12-13,25.2,20.8,Rainy,94
2023-12-14,24.0,3.7,Rainy,86
2023-12-15,25.8,0.0,Partly Cloudy,92
2023-12-16,26.9,0.0,Sunny,74
2023-12-17,28.6,0.0,Cloudy,77
2023-12-18,28.2,0.0,Sunny,78
2023-12-19,26.8,0.0,Cloudy,71
2023-12-20,27.9,0.0,Sunny,81
2023-12-21,26.4,0.0,Cloudy,80
2023-12-22,26.0,4.5,Cloudy,82
2023-12-23,26.1,10.3,Rainy,88
2023-12-24,24.0,81.4,Heavy Rain,91
2023-12-25,26.4,0.0,Sunny,81
2023-12-26,28.4,13.7,Partly Cloudy,83
2023-12-27,28.9,0.0,Sunny,82
2023-12-28,27.1,5.3,Partly Cloudy,80
2023-12-29,27.4,0.0,Cloudy,82
2023-12-30,25.7,1.7,Rainy,94
2023-12-31,24.6,6.7,Rainy,96
